Unnamed: 0,date,heure,minute,seconde,humidité,temperature
699,2019-08-22,12,3,5,92.00,24.5
698,2019-08-22,12,19,11,91.00,24.63
697,2019-08-22,12,34,6,93.00,24.81
696,2019-08-22,12,49,8,92.00,24.94
695,2019-08-22,13,4,37,92.00,25.0
694,2019-08-22,13,19,7,92.00,25.13
693,2019-08-22,13,34,6,90.00,25.25
692,2019-08-22,13,49,12,91.00,25.31
691,2019-08-22,14,4,11,89.00,25.63
690,2019-08-22,14,19,8,89.00,25.75
689,2019-08-22,14,35,18,88.00,25.81
688,2019-08-22,14,50,31,89.00,26.0
687,2019-08-22,15,5,14,87.00,26.5
686,2019-08-22,15,22,32,NAN,26.81
685,2019-08-22,15,35,14,85.00,27.0
684,2019-08-22,15,50,17,84.00,27.56
683,2019-08-22,16,5,16,84.00,27.81
682,2019-08-22,16,20,17,80.00,28.19
681,2019-08-22,16,35,15,76.00,28.5
680,2019-08-22,17,6,52,75.00,29.06
679,2019-08-22,17,21,36,74.00,29.06
678,2019-08-22,17,37,6,72.00,29.38
677,2019-08-22,17,51,32,72.00,29.5
