Unnamed: 0,date,heure,minute,seconde,humidité,temperature
676,2019-08-22,18,6,33,70.00,29.19
675,2019-08-22,18,21,35,69.00,29.38
674,2019-08-22,18,36,34,72.00,29.25
673,2019-08-22,18,51,39,70.00,28.94
672,2019-08-22,19,6,34,71.00,29.0
671,2019-08-22,19,22,47,71.00,28.88
670,2019-08-22,19,37,43,71.00,28.69
669,2019-08-22,19,52,47,70.00,28.56
668,2019-08-22,20,7,43,70.00,28.5
667,2019-08-22,20,22,44,71.00,28.25
666,2019-08-22,20,37,44,72.00,28.0
665,2019-08-22,20,52,45,73.00,27.88
664,2019-08-22,21,7,43,74.00,27.69
663,2019-08-22,21,22,45,76.00,27.31
662,2019-08-22,21,38,55,77.00,26.81
661,2019-08-22,21,54,22,80.00,26.5
660,2019-08-22,22,8,53,82.00,26.38
659,2019-08-22,22,38,54,83.00,26.5
658,2019-08-22,22,54,9,83.00,26.56
657,2019-08-22,23,8,53,82.00,26.63
656,2019-08-22,23,23,54,83.00,26.69
655,2019-08-22,23,38,54,82.00,26.69
654,2019-08-22,23,55,3,81.00,26.69
