Unnamed: 0,date,heure,minute,seconde,humidité,temperature
723,2019-08-22,6,0,46,79.00,27.56
722,2019-08-22,6,15,48,79.00,27.56
721,2019-08-22,6,30,47,79.00,27.5
720,2019-08-22,6,45,48,79.00,27.5
719,2019-08-22,7,0,47,79.00,27.56
718,2019-08-22,7,16,17,NAN,27.56
717,2019-08-22,7,30,48,NAN,27.56
716,2019-08-22,7,45,47,77.00,27.38
715,2019-08-22,8,1,57,77.00,27.13
714,2019-08-22,8,16,58,78.00,26.75
713,2019-08-22,8,31,55,82.00,26.13
712,2019-08-22,8,46,57,82.00,25.13
711,2019-08-22,9,1,58,86.00,24.38
710,2019-08-22,9,16,58,87.00,24.44
709,2019-08-22,9,31,56,91.00,24.31
708,2019-08-22,9,46,56,90.00,24.25
707,2019-08-22,10,1,56,91.00,24.19
706,2019-08-22,10,18,7,91.00,24.19
705,2019-08-22,10,33,5,92.00,24.19
704,2019-08-22,10,48,5,92.00,24.25
703,2019-08-22,11,3,33,92.00,24.25
702,2019-08-22,11,18,6,92.00,24.25
701,2019-08-22,11,33,4,92.00,24.31
700,2019-08-22,11,48,6,92.00,24.38
