Unnamed: 0,date,heure,minute,seconde,humidité,temperature
537,2019-08-24,6,9,59,74.00,27.25
536,2019-08-24,6,41,1,73.00,27.25
535,2019-08-24,6,55,46,72.00,27.31
534,2019-08-24,7,10,43,74.00,27.31
533,2019-08-24,7,25,44,74.00,27.31
532,2019-08-24,7,40,44,75.00,27.31
531,2019-08-24,7,55,44,76.00,27.31
530,2019-08-24,8,10,44,76.00,27.31
529,2019-08-24,8,25,44,76.00,27.31
528,2019-08-24,8,40,42,75.00,27.25
527,2019-08-24,8,56,57,75.00,27.19
526,2019-08-24,9,11,53,76.00,27.19
525,2019-08-24,9,26,54,76.00,27.25
524,2019-08-24,9,41,52,76.00,27.31
523,2019-08-24,9,56,55,NAN,27.56
522,2019-08-24,10,11,52,76.00,27.75
521,2019-08-24,10,26,55,76.00,28.19
520,2019-08-24,10,42,6,75.00,28.69
519,2019-08-24,10,56,54,72.00,28.88
518,2019-08-24,11,13,3,70.00,29.0
517,2019-08-24,11,28,5,71.00,29.19
