Cycle,estimate,lost
1,29.77749999999999,0.77749999999999
2,29.82999999999999,0.19999999999999218
3,29.882499999999993,0.2524999999999942
4,29.934999999999995,0.30499999999999616
5,29.987499999999997,0.35749999999999815
6,30.04,0.33999999999999986
7,30.092499999999998,0.2875000000000014
8,30.145,0.23499999999999943
9,30.1975,0.18249999999999744
10,30.250000000000004,0.12999999999999545
11,30.302500000000006,0.5525000000000055
12,30.355000000000008,0.6050000000000075
13,30.40750000000001,0.6575000000000095
14,30.46000000000001,0.7100000000000115
15,30.512500000000014,0.7625000000000135
16,30.565000000000015,0.3750000000000142
17,30.617500000000014,0.42750000000001265
18,30.670000000000016,0.48000000000001464
19,30.722500000000018,0.5325000000000166
20,30.77500000000002,0.5850000000000186
21,30.30599653379549,0.004003466204508754
22,30.329514731369148,0.019514731369149274
23,30.353032928942806,0.0430329289428073
24,30.37655112651646,0.06655112651646178
25,30.40006932409012,0.0900693240901198
26,30.402,0.09799999999999898
27,30.418,0.08200000000000074
28,30.434,0.06599999999999895
29,30.450000000000003,0.04999999999999716
30,30.466,0.03399999999999892
31,30.769799999999996,0.07979999999999521
32,30.813599999999997,0.12359999999999616
33,30.8574,0.1673999999999971
34,30.901199999999996,0.2111999999999945
35,30.944999999999997,0.25499999999999545
36,31.099600000000002,0.09039999999999893
37,31.1472,0.04279999999999973
38,31.1948,0.004799999999999471
39,31.242400000000004,0.05240000000000222
40,31.290000000000003,0.10000000000000142
41,31.314999999999998,0.12499999999999645
42,31.363999999999997,0.17399999999999594
43,31.412999999999997,0.22299999999999542
44,31.461999999999996,0.2719999999999949
45,31.511,0.32099999999999795
46,31.6472,0.017200000000002547
47,31.7024,0.0724000000000018
48,31.757600000000004,0.1276000000000046
49,31.812800000000003,0.18280000000000385
50,31.868000000000002,0.2380000000000031
51,31.7764,0.14639999999999986
52,31.8228,0.19280000000000186
53,31.8692,0.2392000000000003
54,31.9156,0.2856000000000023
55,31.962,0.33200000000000074
56,32.0196,0.04040000000000532
57,32.063199999999995,0.003199999999992542
58,32.10679999999999,0.046799999999990405
59,32.1504,0.09039999999999537
60,32.193999999999996,0.13399999999999324
61,32.2746,0.08460000000000178
62,32.3232,0.1332000000000022
63,32.3718,0.18180000000000263
64,32.4204,0.23040000000000305
65,32.469,0.27900000000000347
66,32.1496,0.20959999999999823
67,32.1732,0.23320000000000007
68,32.196799999999996,0.2567999999999948
69,32.2204,0.28039999999999665
70,32.244,0.3039999999999985
71,31.901999999999997,0.2119999999999962
72,31.901999999999997,0.2119999999999962
73,31.901999999999997,0.2119999999999962
74,31.901999999999997,0.2119999999999962
75,31.902,0.21199999999999974
76,31.96119999999999,0.22880000000000678
77,31.95639999999999,0.23360000000000625
78,31.951599999999992,0.23840000000000572
79,31.946799999999993,0.2432000000000052
80,31.941999999999993,0.24800000000000466
81,32.133399999999995,0.11660000000000537
82,32.1408,0.1092000000000013
83,32.148199999999996,0.10180000000000433
84,32.1556,0.09440000000000026
85,32.163,0.0870000000000033
86,32.1636,0.1636000000000024
87,32.1772,0.17719999999999914
88,32.190799999999996,0.19079999999999586
89,32.2044,0.2043999999999997
90,32.217999999999996,0.21799999999999642
91,31.999,0.18900000000000006
92,32.0,0.19000000000000128
93,32.001,0.19099999999999895
94,32.002,0.19200000000000372
95,32.003,0.1930000000000014
96,31.907999999999998,0.15200000000000458
97,31.894,0.16600000000000392
98,31.88,0.18000000000000327
99,31.866,0.19400000000000261
100,31.852,0.20800000000000196
101,31.645599999999995,0.0855999999999959
102,31.619199999999996,0.05919999999999703
103,31.592799999999997,0.032799999999998164
104,31.566399999999998,0.006399999999999295
105,31.54,0.019999999999999574
106,31.511,0.010999999999999233
107,31.485999999999997,0.014000000000002899
108,31.461,0.03900000000000148
109,31.436,0.06400000000000006
110,31.411,0.08899999999999864
111,31.547999999999995,0.14200000000000657
112,31.531999999999996,0.1580000000000048
113,31.515999999999995,0.1740000000000066
114,31.499999999999996,0.19000000000000483
115,31.483999999999995,0.20600000000000662
116,31.207399999999996,0.07739999999999725
117,31.172799999999995,0.042799999999996174
118,31.138199999999998,0.008199999999998653
119,31.103599999999997,0.02640000000000242
120,31.068999999999996,0.061000000000003496
121,31.2082,0.041799999999998505
122,31.1884,0.061599999999998545
123,31.168600000000005,0.08139999999999503
124,31.148800000000005,0.10119999999999507
125,31.129000000000005,0.12099999999999511
126,31.560399999999994,0.31960000000000477
127,31.566799999999994,0.3132000000000055
128,31.573199999999996,0.3068000000000026
129,31.579599999999996,0.30040000000000333
130,31.585999999999995,0.29400000000000404
131,31.852999999999998,0.0870000000000033
132,31.878,0.062000000000001165
133,31.903,0.037000000000002586
134,31.928,0.012000000000000455
135,31.953000000000003,0.013000000000001677
136,31.893,0.33300000000000196
137,31.924,0.36400000000000077
138,31.955,0.3949999999999996
139,31.986,0.42600000000000193
140,32.017,0.4570000000000043
141,31.588799999999996,0.20879999999999654
142,31.587599999999995,0.2075999999999958
143,31.586399999999998,0.20639999999999858
144,31.585199999999997,0.20519999999999783
145,31.583999999999996,0.20399999999999707
146,31.284799999999997,0.09520000000000195
147,31.2536,0.1264000000000003
148,31.2224,0.15759999999999863
149,31.1912,0.18880000000000052
150,31.16,0.21999999999999886
151,30.8772,0.0671999999999997
152,30.8284,0.01839999999999975
153,30.7796,0.030400000000000205
154,30.730800000000002,0.0791999999999966
155,30.682000000000002,0.12799999999999656
156,30.4574,0.0774000000000008
157,30.398799999999998,0.018799999999998818
158,30.3402,0.03979999999999961
159,30.281599999999997,0.0984000000000016
160,30.223,0.15700000000000003
161,30.046000000000003,0.08399999999999608
162,29.976000000000003,0.15399999999999636
163,29.906000000000006,0.2239999999999931
164,29.836000000000006,0.2939999999999934
165,29.766000000000005,0.36399999999999366
166,29.424799999999998,0.015200000000003655
167,29.333599999999997,0.10640000000000427
168,29.2424,0.19760000000000133
169,29.1512,0.28880000000000194
170,29.060000000000002,0.379999999999999
171,29.1472,0.16279999999999717
172,29.068400000000004,0.2415999999999947
173,28.989600000000003,0.3203999999999958
174,28.910800000000002,0.3991999999999969
175,28.832000000000004,0.47799999999999443
176,28.787599999999998,0.09240000000000137
177,28.711199999999998,0.16880000000000095
178,28.6348,0.24520000000000053
179,28.5584,0.3216000000000001
180,28.482,0.3979999999999997
181,28.533199999999997,0.15680000000000405
182,28.464399999999998,0.22560000000000358
183,28.395599999999998,0.2944000000000031
184,28.3268,0.36320000000000263
185,28.258000000000003,0.4319999999999986
186,28.337199999999992,0.04280000000000683
187,28.282399999999992,0.09760000000000701
188,28.227599999999992,0.1524000000000072
189,28.172799999999995,0.20720000000000383
190,28.117999999999995,0.262000000000004
191,28.2472,0.19280000000000186
192,28.202399999999997,0.23760000000000403
193,28.1576,0.28240000000000265
194,28.1128,0.32720000000000127
195,28.068,0.3719999999999999
196,28.278999999999996,0.10100000000000264
197,28.253999999999998,0.12600000000000122
198,28.229,0.1509999999999998
199,28.204,0.17599999999999838
200,28.179000000000002,0.20099999999999696
201,28.2344,0.01559999999999917
202,28.2168,0.033200000000000784
203,28.1992,0.050799999999998846
204,28.181600000000003,0.06839999999999691
205,28.164,0.08599999999999852
206,28.164199999999997,0.034199999999998454
207,28.150399999999998,0.02039999999999864
208,28.136599999999998,0.006599999999998829
209,28.122799999999998,0.007200000000000983
210,28.108999999999998,0.021000000000000796
211,27.991400000000002,0.00859999999999772
212,27.9688,0.03119999999999834
213,27.946200000000005,0.05379999999999541
214,27.923600000000004,0.07639999999999603
215,27.901000000000003,0.09899999999999665
216,27.929800000000004,0.07019999999999627
217,27.909600000000005,0.09039999999999537
218,27.889400000000006,0.11059999999999448
219,27.869200000000006,0.1307999999999936
220,27.849000000000007,0.1509999999999927
221,27.975799999999992,0.08420000000000627
222,27.96559999999999,0.09440000000000737
223,27.955399999999994,0.10460000000000491
224,27.945199999999993,0.11480000000000601
