Unnamed: 0,date,heure,minute,seconde,humidité,temperature
183,2019-08-28,18,4,46,59.00,31.19
182,2019-08-28,18,20,57,60.00,31.13
181,2019-08-28,18,36,9,62.00,31.31
180,2019-08-28,19,20,57,62.00,31.0
179,2019-08-28,19,35,55,61.00,30.88
178,2019-08-28,19,50,57,62.00,30.5
177,2019-08-28,20,5,55,63.00,30.75
176,2019-08-28,20,22,17,63.00,30.5
175,2019-08-28,20,37,0,64.00,29.81
174,2019-08-28,20,52,1,66.00,29.19
173,2019-08-28,21,6,58,69.00,29.0
172,2019-08-28,21,21,59,70.00,28.75
171,2019-08-28,21,37,3,71.00,28.63
170,2019-08-28,21,51,59,72.00,28.5
169,2019-08-28,22,6,59,72.00,28.56
168,2019-08-28,22,22,0,72.00,28.5
167,2019-08-28,22,38,9,71.00,28.44
166,2019-08-28,22,53,11,71.00,28.44
165,2019-08-28,23,8,8,72.00,28.56
164,2019-08-28,23,23,9,71.00,28.44
163,2019-08-28,23,38,7,71.00,28.5
162,2019-08-28,23,53,8,71.00,28.31
