Unnamed: 0,date,heure,minute,seconde,humidité,temperature
143,2019-08-29,6,11,45,81.00,27.44
142,2019-08-29,6,26,45,82.00,27.38
141,2019-08-29,6,41,44,83.00,27.19
140,2019-08-29,6,56,48,84.00,26.81
139,2019-08-29,7,11,45,83.00,26.94
138,2019-08-29,7,26,44,85.00,26.81
137,2019-08-29,7,41,44,NAN,26.81
136,2019-08-29,7,57,53,86.00,26.75
135,2019-08-29,8,12,52,85.00,26.75
134,2019-08-29,8,27,53,86.00,26.81
133,2019-08-29,8,42,52,86.00,26.81
132,2019-08-29,8,57,51,86.00,26.81
131,2019-08-29,9,12,54,86.00,26.88
130,2019-08-29,9,27,54,86.00,27.06
129,2019-08-29,9,42,51,87.00,27.06
128,2019-08-29,9,59,11,86.00,27.06
127,2019-08-29,10,29,13,85.00,27.31
126,2019-08-29,10,44,12,86.00,27.5
125,2019-08-29,10,59,14,85.00,27.63
124,2019-08-29,11,14,10,83.00,28.0
123,2019-08-29,11,29,10,83.00,28.19
122,2019-08-29,11,44,12,82.00,28.38
121,2019-08-29,11,59,11,81.00,28.63
