id;pm10;pm25;pm1;co2;co;humidity;temperature;date;long;lat
"5619";"6";"8";"8";"-24416";"3.96";"0";"0";"2018-01-03 14:16:21";"-17.4678";"14.6829"
"5620";"6";"9";"8";"-28275";"3.93";"0";"0";"2018-01-03 14:16:23";"-17.4678";"14.6829"
"5621";"6";"9";"8";"-23287";"3.94";"0";"0";"2018-01-03 14:16:25";"-17.4678";"14.6829"
"5622";"6";"9";"8";"29958";"3.93";"0";"0";"2018-01-03 14:16:27";"-17.4678";"14.6829"
"5623";"6";"9";"9";"-32514";"3.94";"0";"0";"2018-01-03 14:16:28";"-17.4678";"14.6829"
"5624";"6";"9";"9";"-27186";"3.94";"0";"0";"2018-01-03 14:16:30";"-17.4678";"14.6829"
"5625";"5";"8";"7";"-26638";"3.93";"0";"0";"2018-01-03 14:16:32";"-17.4678";"14.6829"
"5626";"5";"8";"7";"-27732";"3.93";"0";"0";"2018-01-03 14:16:34";"-17.4678";"14.6829"
"5627";"6";"9";"8";"-22146";"3.94";"0";"0";"2018-01-03 14:16:36";"-17.4678";"14.6829"
"5628";"6";"10";"8";"-20412";"4.06";"0";"0";"2018-01-03 14:16:37";"-17.4678";"14.6829"
"5629";"6";"10";"8";"-19828";"3.93";"0";"1";"2018-01-03 14:16:39";"-17.4678";"14.6829"
"5630";"6";"10";"8";"-24416";"3.93";"0";"0";"2018-01-03 14:16:41";"-17.4678";"14.6829"
"5631";"6";"11";"9";"-29351";"3.92";"0";"0";"2018-01-03 14:16:43";"-17.4678";"14.6829"
"5632";"6";"11";"8";"28957";"3.95";"0";"0";"2018-01-03 14:16:45";"-17.4678";"14.6829"
"5633";"6";"11";"8";"-29351";"3.93";"0";"0";"2018-01-03 14:16:46";"-17.4678";"14.6829"
"5634";"6";"11";"8";"-31471";"3.91";"0";"0";"2018-01-03 14:16:48";"-17.4678";"14.6829"
"5635";"7";"11";"9";"-27732";"3.93";"0";"0";"2018-01-03 14:16:50";"-17.4678";"14.6829"
"5636";"7";"11";"9";"-19828";"3.92";"0";"0";"2018-01-03 14:16:52";"-17.4678";"14.6829"
"5637";"8";"12";"10";"-21571";"3.91";"0";"0";"2018-01-03 14:16:54";"-17.4678";"14.6829"
"5638";"8";"13";"11";"25060";"3.91";"0";"0";"2018-01-03 14:16:55";"-17.4678";"14.6829"
"5639";"8";"12";"10";"-27186";"3.92";"0";"0";"2018-01-03 14:16:57";"-17.4678";"14.6829"
"5640";"8";"12";"10";"-19828";"3.93";"0";"0";"2018-01-03 14:16:59";"-17.4678";"14.6829"
"5641";"9";"13";"11";"32505";"3.98";"0";"0";"2018-01-03 14:17:01";"-17.4678";"14.6829"
"5642";"10";"16";"13";"-13196";"3.93";"0";"0";"2018-01-03 14:17:02";"-17.4678";"14.6829"
"5643";"12";"21";"17";"-21571";"3.94";"0";"0";"2018-01-03 14:17:04";"-17.4678";"14.6829"
"5644";"13";"21";"18";"-29351";"3.93";"0";"0";"2018-01-03 14:17:06";"-17.4678";"14.6829"
"5645";"13";"23";"18";"-23287";"3.97";"0";"0";"2018-01-03 14:17:08";"-17.4678";"14.6829"
"5646";"14";"22";"18";"-16861";"3.93";"0";"0";"2018-01-03 14:17:10";"-17.4678";"14.6829"
"5647";"14";"23";"18";"-20993";"3.98";"0";"0";"2018-01-03 14:17:11";"-17.4678";"14.6829"
"5648";"13";"20";"16";"-13815";"3.96";"0";"0";"2018-01-03 14:17:13";"-17.4678";"14.6829"
"5649";"13";"20";"16";"-12574";"3.93";"0";"0";"2018-01-03 14:17:15";"-17.4678";"14.6829"
"5650";"13";"20";"16";"26019";"3.94";"0";"0";"2018-01-03 14:17:17";"-17.4678";"14.6829"
"5651";"12";"20";"15";"-23853";"3.93";"0";"0";"2018-01-03 14:17:19";"-17.4678";"14.6829"
"5652";"13";"18";"16";"-15652";"3.93";"0";"0";"2018-01-03 14:17:20";"-17.4678";"14.6829"
"5653";"13";"18";"16";"-18057";"3.95";"0";"0";"2018-01-03 14:17:22";"-17.4678";"14.6829"
"5654";"13";"18";"16";"-15652";"3.93";"0";"0";"2018-01-03 14:17:24";"-17.4678";"14.6829"
"5655";"13";"18";"16";"-26638";"3.92";"0";"0";"2018-01-03 14:17:26";"-17.4678";"14.6829"
"5656";"13";"19";"16";"-18650";"3.94";"0";"0";"2018-01-03 14:17:27";"-17.4678";"14.6829"
"5657";"13";"19";"16";"-32514";"3.95";"0";"0";"2018-01-03 14:17:29";"-17.4678";"14.6829"
"5658";"10";"17";"14";"-8771";"3.93";"0";"0";"2018-01-03 14:17:31";"-17.4678";"14.6829"
"5659";"10";"17";"13";"-8771";"3.93";"0";"0";"2018-01-03 14:17:33";"-17.4678";"14.6829"
"5660";"9";"14";"12";"-20993";"3.92";"0";"0";"2018-01-03 14:17:35";"-17.4678";"14.6829"
"5661";"9";"14";"12";"-10687";"3.94";"0";"0";"2018-01-03 14:17:36";"-17.4678";"14.6829"
"5662";"8";"13";"11";"-9413";"3.94";"0";"0";"2018-01-03 14:17:38";"-17.4678";"14.6829"
"5663";"7";"11";"9";"-11948";"3.95";"0";"0";"2018-01-03 14:17:40";"-17.4678";"14.6829"
"5664";"7";"11";"9";"-13815";"3.95";"0";"0";"2018-01-03 14:17:42";"-17.4678";"14.6829"
"5665";"7";"11";"9";"-19828";"3.94";"0";"0";"2018-01-03 14:17:44";"-17.4678";"14.6829"
"5666";"5";"9";"7";"-16258";"3.97";"0";"0";"2018-01-03 14:17:45";"-17.4678";"14.6829"
"5667";"5";"8";"6";"-22146";"3.94";"0";"0";"2018-01-03 14:17:47";"-17.4678";"14.6829"
"5668";"5";"8";"6";"-9413";"3.93";"0";"0";"2018-01-03 14:17:49";"-17.4678";"14.6829"
"5669";"5";"9";"7";"-10687";"3.93";"0";"0";"2018-01-03 14:17:51";"-17.4678";"14.6829"
"5670";"4";"7";"6";"-18650";"3.97";"0";"0";"2018-01-03 14:17:52";"-17.4678";"14.6829"
"5671";"4";"7";"6";"-19241";"3.95";"0";"0";"2018-01-03 14:17:55";"-17.4678";"14.6829"
"5672";"4";"6";"5";"-21571";"3.95";"0";"0";"2018-01-03 14:17:56";"-17.4678";"14.6829"
"5673";"4";"5";"4";"-20412";"3.94";"0";"0";"2018-01-03 14:18:00";"-17.4678";"14.6829"
"5674";"3";"4";"4";"-6168";"3.94";"0";"0";"2018-01-03 14:18:05";"-17.4678";"14.6829"
"5675";"3";"4";"4";"-7476";"3.98";"0";"0";"2018-01-03 14:18:08";"-17.4678";"14.6829"
"5676";"3";"5";"4";"-18057";"3.95";"0";"0";"2018-01-03 14:18:10";"-17.4678";"14.6829"
"5677";"3";"5";"4";"-16258";"3.95";"0";"0";"2018-01-03 14:18:17";"-17.4678";"14.6829"
"5678";"3";"3";"3";"-20412";"3.96";"0";"0";"2018-01-03 14:18:27";"-17.4678";"14.6829"
"5679";"3";"3";"3";"-8771";"3.96";"0";"0";"2018-01-03 14:18:30";"-17.4678";"14.6829"
"5680";"4";"4";"4";"-29351";"3.97";"0";"0";"2018-01-03 14:18:34";"-17.4678";"14.6829"
"5681";"4";"5";"5";"-8771";"3.98";"0";"0";"2018-01-03 14:18:38";"-17.4678";"14.6829"
"5682";"4";"5";"5";"30462";"4";"0";"0";"2018-01-03 14:18:42";"-17.4678";"14.6829"
"5683";"3";"4";"4";"-28814";"3.97";"0";"0";"2018-01-03 14:18:44";"-17.4678";"14.6829"
"5684";"3";"4";"4";"-13815";"3.97";"0";"0";"2018-01-03 14:18:46";"-17.4678";"14.6829"
"5685";"2";"4";"3";"24112";"3.98";"0";"0";"2018-01-03 14:18:47";"-17.4678";"14.6829"
"5686";"2";"4";"3";"-8771";"3.96";"0";"0";"2018-01-03 14:18:49";"-17.4678";"14.6829"
"5687";"3";"5";"4";"-7476";"3.95";"0";"0";"2018-01-03 14:18:50";"-17.4678";"14.6829"
"5688";"4";"7";"5";"-14430";"3.95";"0";"0";"2018-01-03 14:18:51";"-17.4678";"14.6829"
"5689";"4";"7";"5";"-10687";"3.95";"0";"0";"2018-01-03 14:18:53";"-17.4678";"14.6829"
"5690";"4";"7";"5";"-32514";"3.95";"0";"0";"2018-01-03 14:18:54";"-17.4678";"14.6829"
"5691";"5";"9";"7";"-20993";"3.95";"0";"0";"2018-01-03 14:18:55";"-17.4678";"14.6829"
"5692";"7";"12";"9";"-10687";"3.95";"0";"0";"2018-01-03 14:18:57";"-17.4678";"14.6829"
"5693";"7";"11";"9";"-5509";"3.95";"0";"0";"2018-01-03 14:18:58";"-17.4678";"14.6829"
"5694";"5";"9";"7";"-8771";"3.94";"0";"0";"2018-01-03 14:19:00";"-17.4678";"14.6829"
"5695";"5";"9";"7";"-10052";"3.94";"0";"0";"2018-01-03 14:19:01";"-17.4678";"14.6829"
"5696";"5";"9";"7";"-10687";"3.94";"0";"0";"2018-01-03 14:19:03";"-17.4678";"14.6829"
"5697";"5";"8";"6";"-17460";"3.95";"0";"0";"2018-01-03 14:19:04";"-17.4678";"14.6829"
"5698";"5";"8";"6";"-8771";"3.94";"0";"0";"2018-01-03 14:19:06";"-17.4678";"14.6829"
"5699";"3";"5";"4";"-29885";"3.95";"0";"0";"2018-01-03 14:19:06";"-17.4678";"14.6829"
"5700";"3";"5";"4";"-15652";"3.94";"0";"0";"2018-01-03 14:19:07";"-17.4678";"14.6829"
"5701";"3";"5";"4";"-795";"3.94";"0";"0";"2018-01-03 14:19:08";"-17.4678";"14.6829"
"5702";"4";"7";"6";"1977";"3.94";"0";"0";"2018-01-03 14:19:10";"-17.4678";"14.6829"
"5703";"4";"7";"6";"-6168";"3.94";"0";"0";"2018-01-03 14:19:11";"-17.4678";"14.6829"
"5704";"4";"7";"6";"7700";"3.94";"0";"0";"2018-01-03 14:19:12";"-17.4678";"14.6829"
"5705";"4";"7";"6";"6972";"3.94";"0";"0";"2018-01-03 14:19:13";"-17.4678";"14.6829"
"5706";"5";"8";"6";"-15652";"3.99";"0";"0";"2018-01-03 14:19:14";"-17.4678";"14.6829"
"5707";"5";"8";"6";"3385";"3.94";"0";"0";"2018-01-03 14:19:15";"-17.4678";"14.6829"
"5708";"4";"9";"6";"1977";"3.93";"0";"0";"2018-01-03 14:19:16";"-17.4678";"14.6829"
"5709";"4";"8";"6";"-19241";"3.95";"0";"0";"2018-01-03 14:19:18";"-17.4678";"14.6829"
"5710";"4";"8";"6";"-6168";"3.94";"0";"0";"2018-01-03 14:19:19";"-17.4678";"14.6829"
"5711";"5";"9";"6";"5526";"3.94";"0";"0";"2018-01-03 14:19:21";"-17.4678";"14.6829"
"5712";"7";"13";"10";"-11948";"4.02";"0";"0";"2018-01-03 14:19:21";"-17.4678";"14.6829"
"5713";"8";"15";"12";"-108";"3.96";"0";"0";"2018-01-03 14:19:21";"-17.4678";"14.6829"
"5714";"8";"15";"11";"4095";"3.86";"0";"0";"2018-01-03 14:19:22";"-17.4678";"14.6829"
"5715";"7";"13";"11";"-22718";"3.98";"0";"0";"2018-01-03 14:19:23";"-17.4678";"14.6829"
"5716";"7";"13";"12";"-2160";"3.96";"0";"0";"2018-01-03 14:19:25";"-17.4678";"14.6829"
"5717";"5";"8";"8";"3385";"3.94";"0";"0";"2018-01-03 14:19:26";"-17.4678";"14.6829"
"5718";"3";"6";"5";"-24416";"3.96";"0";"0";"2018-01-03 14:19:28";"-17.4678";"14.6829"
"5719";"2";"4";"4";"1977";"3.95";"0";"0";"2018-01-03 14:19:29";"-17.4678";"14.6829"
"5720";"2";"3";"3";"-795";"3.95";"0";"0";"2018-01-03 14:19:30";"-17.4678";"14.6829"
"5721";"2";"3";"3";"-3510";"3.95";"0";"0";"2018-01-03 14:19:33";"-17.4678";"14.6829"
"5722";"2";"3";"3";"584";"3.94";"0";"0";"2018-01-03 14:19:34";"-17.4678";"14.6829"
"5723";"2";"3";"3";"-6824";"3.96";"0";"0";"2018-01-03 14:19:35";"-17.4678";"14.6829"
"5724";"2";"3";"3";"-16258";"3.78";"0";"0";"2018-01-03 14:19:37";"-17.4678";"14.6829"
"5725";"2";"2";"2";"-795";"3.96";"0";"0";"2018-01-03 14:19:39";"-17.4678";"14.6829"
"5726";"1";"3";"2";"584";"3.95";"0";"0";"2018-01-03 14:19:40";"-17.4678";"14.6829"
"5727";"1";"3";"2";"1279";"3.95";"0";"0";"2018-01-03 14:19:42";"-17.4678";"14.6829"
"5728";"1";"3";"2";"-18057";"3.94";"0";"0";"2018-01-03 14:19:43";"-17.4678";"14.6829"
"5729";"1";"3";"2";"-4180";"3.94";"0";"0";"2018-01-03 14:19:44";"-17.4678";"14.6829"
"5730";"1";"3";"2";"-108";"3.96";"0";"0";"2018-01-03 14:19:45";"-17.4678";"14.6829"
"5731";"1";"3";"2";"-26638";"3.94";"0";"0";"2018-01-03 14:19:47";"-17.4678";"14.6829"
"5732";"2";"4";"3";"-4180";"3.97";"0";"0";"2018-01-03 14:19:48";"-17.4678";"14.6829"
"5733";"2";"5";"3";"-5509";"3.92";"0";"0";"2018-01-03 14:19:50";"-17.4678";"14.6829"
"5734";"3";"6";"5";"-10687";"3.94";"0";"0";"2018-01-03 14:19:50";"-17.4678";"14.6829"
"5735";"3";"6";"5";"-13196";"3.94";"0";"0";"2018-01-03 14:19:52";"-17.4678";"14.6829"
"5736";"2";"7";"5";"1977";"3.93";"0";"0";"2018-01-03 14:19:53";"-17.4678";"14.6829"
"5737";"3";"8";"5";"-1479";"3.94";"0";"0";"2018-01-03 14:19:54";"-17.4678";"14.6829"
"5738";"3";"8";"5";"-13196";"3.92";"0";"0";"2018-01-03 14:19:56";"-17.4678";"14.6829"
"5739";"4";"10";"7";"-7476";"3.93";"0";"0";"2018-01-03 14:19:58";"-17.4678";"14.6829"
"5740";"4";"9";"7";"-4846";"3.93";"0";"0";"2018-01-03 14:19:59";"-17.4678";"14.6829"
"5741";"4";"9";"7";"-18650";"4.02";"0";"0";"2018-01-03 14:20:00";"-17.4678";"14.6829"
"5742";"4";"9";"7";"-2201";"4.01";"0";"0";"2018-01-03 14:20:01";"-17.4678";"14.6829"
"5743";"5";"10";"8";"7858";"3.98";"0";"0";"2018-01-03 14:20:03";"-17.4678";"14.6828"
"5744";"5";"10";"8";"15579";"3.92";"0";"0";"2018-01-03 14:20:08";"-17.4678";"14.6828"
"5745";"4";"8";"6";"13471";"3.96";"0";"0";"2018-01-03 14:20:10";"-17.4678";"14.6828"
"5746";"4";"8";"6";"14308";"3.93";"0";"0";"2018-01-03 14:20:12";"-17.4677";"14.6828"
"5747";"4";"8";"6";"13888";"3.91";"0";"0";"2018-01-03 14:20:14";"-17.4676";"14.6828"
"5748";"3";"6";"5";"-5765";"4.01";"0";"0";"2018-01-03 14:20:16";"-17.4675";"14.6828"
"5749";"3";"6";"5";"4461";"4.05";"0";"0";"2018-01-03 14:20:17";"-17.4674";"14.6828"
"5750";"4";"5";"5";"4094";"4.05";"0";"0";"2018-01-03 14:20:20";"-17.4674";"14.6828"
"5751";"4";"5";"5";"4831";"4.05";"0";"0";"2018-01-03 14:20:22";"-17.4673";"14.6828"
"5752";"2";"3";"3";"523";"4.03";"0";"0";"2018-01-03 14:20:24";"-17.4672";"14.6828"
"5753";"2";"3";"3";"523";"4.05";"0";"0";"2018-01-03 14:20:25";"-17.4671";"14.6827"
"5754";"2";"3";"3";"-3847";"4.02";"0";"0";"2018-01-03 14:20:25";"-17.467";"14.6827"
"5755";"3";"3";"3";"-4813";"4.08";"0";"0";"2018-01-03 14:20:26";"-17.467";"14.6827"
"5756";"3";"3";"3";"-512";"4.02";"0";"0";"2018-01-03 14:20:27";"-17.4669";"14.6827"
"5757";"2";"2";"2";"523";"3.99";"0";"0";"2018-01-03 14:20:28";"-17.4668";"14.6827"
"5758";"2";"2";"2";"-169";"4.04";"0";"0";"2018-01-03 14:20:30";"-17.4667";"14.6827"
"5759";"3";"3";"3";"-13136";"4.06";"0";"0";"2018-01-03 14:20:32";"-17.4666";"14.6828"
"5760";"3";"3";"3";"-3847";"4.04";"0";"0";"2018-01-03 14:20:34";"-17.4666";"14.6828"
"5761";"4";"4";"4";"2643";"4.02";"0";"0";"2018-01-03 14:20:35";"-17.4665";"14.6828"
"5762";"4";"4";"4";"-3847";"4.01";"0";"0";"2018-01-03 14:20:38";"-17.4664";"14.6828"
"5763";"4";"4";"4";"-6079";"4.04";"0";"0";"2018-01-03 14:20:39";"-17.4663";"14.6827"
"5764";"3";"4";"4";"5202";"4.02";"0";"0";"2018-01-03 14:20:41";"-17.4662";"14.6827"
"5765";"3";"4";"4";"-512";"4.04";"0";"0";"2018-01-03 14:20:43";"-17.4661";"14.6827"
"5766";"2";"3";"3";"-6391";"4.05";"0";"0";"2018-01-03 14:20:45";"-17.466";"14.6827"
"5767";"2";"3";"3";"-854";"4.04";"0";"0";"2018-01-03 14:20:47";"-17.466";"14.6827"
"5768";"2";"3";"3";"1575";"4.04";"0";"0";"2018-01-03 14:20:55";"-17.466";"14.6827"
"5769";"1";"2";"2";"176";"4.03";"0";"0";"2018-01-03 14:20:58";"-17.466";"14.6827"
"5770";"1";"2";"2";"6328";"4.02";"0";"0";"2018-01-03 14:21:01";"-17.466";"14.6827"
"5771";"1";"2";"2";"1575";"4";"0";"0";"2018-01-03 14:21:02";"-17.466";"14.6827"
"5772";"1";"2";"2";"5202";"4.05";"0";"0";"2018-01-03 14:21:03";"-17.466";"14.6827"
"5773";"3";"4";"4";"-6079";"4.04";"0";"0";"2018-01-03 14:21:03";"-17.466";"14.6827"
"5774";"2";"4";"4";"-13136";"4.04";"0";"0";"2018-01-03 14:21:04";"-17.466";"14.6827"
"5775";"6";"7";"7";"872";"4.07";"0";"0";"2018-01-03 14:21:06";"-17.466";"14.6827"
"5776";"7";"9";"8";"-2201";"4.03";"0";"0";"2018-01-03 14:21:10";"-17.466";"14.6827"
"5777";"6";"7";"7";"-512";"4.04";"0";"0";"2018-01-03 14:21:14";"-17.466";"14.6827"
"5778";"6";"7";"7";"3003";"4.03";"0";"0";"2018-01-03 14:21:16";"-17.466";"14.6827"
"5779";"6";"7";"7";"872";"4.07";"0";"0";"2018-01-03 14:21:17";"-17.466";"14.6827"
"5780";"6";"7";"7";"-9128";"4.05";"0";"0";"2018-01-03 14:21:19";"-17.466";"14.6827"
"5781";"6";"7";"7";"176";"4.03";"0";"0";"2018-01-03 14:21:20";"-17.466";"14.6827"
"5782";"6";"8";"7";"-2201";"4.03";"0";"0";"2018-01-03 14:21:20";"-17.466";"14.6827"
"5783";"6";"7";"7";"-2534";"4.04";"0";"0";"2018-01-03 14:21:21";"-17.466";"14.6827"
"5784";"6";"7";"7";"-512";"4.03";"0";"0";"2018-01-03 14:21:21";"-17.466";"14.6827"
"5785";"3";"5";"4";"8245";"4.02";"0";"0";"2018-01-03 14:21:22";"-17.466";"14.6827"
"5786";"3";"5";"4";"176";"4.03";"0";"0";"2018-01-03 14:21:23";"-17.466";"14.6827"
"5787";"3";"5";"4";"1575";"4.03";"0";"0";"2018-01-03 14:21:24";"-17.466";"14.6827"
"5788";"3";"6";"6";"7858";"4.02";"0";"0";"2018-01-03 14:21:25";"-17.466";"14.6827"
"5789";"3";"6";"5";"-12859";"4.03";"0";"0";"2018-01-03 14:21:26";"-17.466";"14.6827"
"5790";"3";"6";"5";"11825";"4.02";"0";"0";"2018-01-03 14:21:27";"-17.466";"14.6827"
"5791";"2";"4";"3";"12644";"4.01";"0";"0";"2018-01-03 14:21:29";"-17.466";"14.6827"
"5792";"2";"3";"3";"-5765";"4.03";"0";"0";"2018-01-03 14:21:30";"-17.466";"14.6827"
"5793";"2";"3";"3";"4094";"4.03";"0";"0";"2018-01-03 14:21:33";"-17.466";"14.6827"
"5794";"1";"1";"1";"9419";"4.01";"0";"0";"2018-01-03 14:21:35";"-17.466";"14.6827"
"5795";"1";"1";"1";"176";"4.02";"0";"0";"2018-01-03 14:21:37";"-17.466";"14.6827"
"5796";"1";"1";"1";"9815";"4.01";"0";"0";"2018-01-03 14:21:40";"-17.466";"14.6827"
"5797";"1";"1";"1";"9419";"4.02";"0";"0";"2018-01-03 14:21:42";"-17.466";"14.6827"
"5798";"1";"1";"1";"6328";"4.02";"0";"0";"2018-01-03 14:21:43";"-17.466";"14.6827"
"5799";"1";"1";"1";"-854";"4.01";"0";"0";"2018-01-03 14:21:49";"-17.466";"14.6827"
"5800";"1";"1";"1";"11825";"4.01";"0";"0";"2018-01-03 14:21:50";"-17.466";"14.6827"
"5801";"1";"1";"1";"8245";"4.02";"0";"0";"2018-01-03 14:21:53";"-17.466";"14.6827"
"5802";"1";"1";"1";"7472";"4.01";"0";"0";"2018-01-03 14:21:54";"-17.466";"14.6827"
"5803";"0";"0";"0";"3728";"4.01";"0";"0";"2018-01-03 14:21:56";"-17.466";"14.6827"
"5804";"0";"0";"0";"11419";"4.01";"0";"0";"2018-01-03 14:21:57";"-17.466";"14.6827"
"5805";"0";"0";"0";"12233";"4.01";"0";"0";"2018-01-03 14:21:59";"-17.466";"14.6827"
"5806";"0";"0";"0";"13056";"4.01";"0";"0";"2018-01-03 14:22:01";"-17.466";"14.6827"
"5807";"0";"0";"0";"11419";"4.01";"0";"0";"2018-01-03 14:22:05";"-17.466";"14.6827"
"5808";"0";"0";"0";"4461";"4";"0";"0";"2018-01-03 14:22:08";"-17.466";"14.6827"
"5809";"0";"0";"0";"11825";"3.99";"0";"0";"2018-01-03 14:22:10";"-17.466";"14.6827"
"5810";"1";"1";"1";"16437";"4.02";"0";"0";"2018-01-03 14:22:14";"-17.466";"14.6827"
"5811";"1";"1";"1";"13888";"4.01";"0";"0";"2018-01-03 14:22:19";"-17.466";"14.6827"
"5812";"1";"1";"1";"15579";"3.99";"0";"0";"2018-01-03 14:22:20";"-17.466";"14.6827"
"5813";"1";"1";"1";"12233";"4.01";"0";"0";"2018-01-03 14:22:22";"-17.466";"14.6827"
"5814";"1";"1";"1";"16437";"3.99";"0";"0";"2018-01-03 14:22:24";"-17.466";"14.6827"
"5815";"0";"0";"0";"12644";"4.01";"0";"0";"2018-01-03 14:22:25";"-17.466";"14.6827"
"5816";"0";"0";"0";"18182";"4";"0";"0";"2018-01-03 14:22:29";"-17.466";"14.6827"
"5817";"1";"1";"1";"9815";"3.99";"0";"0";"2018-01-03 14:22:31";"-17.466";"14.6827"
"5818";"1";"1";"1";"12644";"3.99";"0";"0";"2018-01-03 14:22:32";"-17.466";"14.6827"
"5819";"1";"1";"1";"22244";"4.01";"0";"0";"2018-01-03 14:22:36";"-17.466";"14.6827"
"5820";"1";"1";"1";"9026";"4.01";"0";"0";"2018-01-03 14:22:38";"-17.466";"14.6827"
"5821";"1";"1";"1";"21324";"4.06";"0";"0";"2018-01-03 14:22:39";"-17.466";"14.6827"
"5822";"1";"1";"1";"13471";"3.99";"0";"0";"2018-01-03 14:22:41";"-17.466";"14.6827"
"5823";"1";"1";"1";"14729";"3.99";"0";"0";"2018-01-03 14:22:43";"-17.466";"14.6827"
"5824";"0";"0";"0";"22244";"4";"0";"0";"2018-01-03 14:22:45";"-17.466";"14.6827"
"5825";"0";"0";"0";"21324";"3.99";"0";"0";"2018-01-03 14:22:47";"-17.466";"14.6827"
"5826";"0";"0";"0";"21324";"4";"0";"0";"2018-01-03 14:22:49";"-17.466";"14.6827"
"5827";"0";"0";"0";"21783";"3.99";"0";"0";"2018-01-03 14:22:51";"-17.466";"14.6827"
"5828";"0";"0";"0";"13888";"3.99";"0";"0";"2018-01-03 14:22:53";"-17.466";"14.6827"
"5829";"0";"0";"0";"23173";"4";"0";"0";"2018-01-03 14:22:55";"-17.466";"14.6827"
"5830";"0";"0";"0";"20868";"4";"0";"0";"2018-01-03 14:22:57";"-17.466";"14.6827"
"5831";"8";"9";"9";"19514";"4.01";"0";"0";"2018-01-03 14:23:00";"-17.466";"14.6827"
"5832";"8";"9";"9";"15153";"4.01";"0";"0";"2018-01-03 14:23:01";"-17.466";"14.6827"
"5833";"8";"9";"9";"17305";"4.01";"0";"0";"2018-01-03 14:23:01";"-17.466";"14.6827"
"5834";"8";"9";"9";"19514";"4";"0";"0";"2018-01-03 14:23:02";"-17.466";"14.6827"
"5835";"1";"2";"2";"19963";"4";"0";"0";"2018-01-03 14:23:03";"-17.466";"14.6827"
"5836";"1";"1";"1";"16437";"4.01";"0";"0";"2018-01-03 14:23:04";"-17.466";"14.6827"
"5837";"1";"1";"1";"14729";"4.01";"0";"0";"2018-01-03 14:23:05";"-17.466";"14.6827"
"5838";"1";"2";"2";"7858";"4.02";"0";"0";"2018-01-03 14:23:06";"-17.466";"14.6827"
"5839";"1";"2";"2";"10213";"4.02";"0";"0";"2018-01-03 14:23:07";"-17.466";"14.6827"
"5840";"1";"2";"2";"11015";"4.01";"0";"0";"2018-01-03 14:23:08";"-17.466";"14.6827"
"5841";"1";"2";"2";"11419";"4.02";"0";"0";"2018-01-03 14:23:09";"-17.466";"14.6827"
"5842";"2";"2";"2";"523";"4.02";"0";"0";"2018-01-03 14:23:09";"-17.466";"14.6827"
"5843";"2";"2";"2";"872";"4.03";"0";"0";"2018-01-03 14:23:09";"-17.466";"14.6827"
"5844";"2";"2";"2";"3003";"4.02";"0";"0";"2018-01-03 14:23:11";"-17.466";"14.6827"
"5845";"4";"5";"5";"-4493";"4.04";"0";"0";"2018-01-03 14:23:11";"-17.466";"14.6827"
"5846";"3";"4";"4";"7089";"4.02";"0";"0";"2018-01-03 14:23:12";"-17.466";"14.6827"
"5847";"3";"4";"4";"4094";"4.02";"0";"0";"2018-01-03 14:23:12";"-17.466";"14.6827"
"5848";"2";"3";"3";"-8531";"4.02";"0";"0";"2018-01-03 14:23:12";"-17.466";"14.6827"
"5849";"0";"0";"0";"-3194";"4.03";"0";"0";"2018-01-03 14:23:13";"-17.466";"14.6827"
"5850";"0";"0";"0";"-2865";"4.03";"0";"0";"2018-01-03 14:23:14";"-17.466";"14.6827"
"5851";"0";"0";"0";"-6701";"4.04";"0";"0";"2018-01-03 14:23:16";"-17.466";"14.6827"
"5852";"0";"0";"0";"4461";"4.02";"0";"0";"2018-01-03 14:23:18";"-17.466";"14.6827"
"5853";"0";"0";"0";"5202";"4.04";"0";"0";"2018-01-03 14:23:19";"-17.466";"14.6827"
"5854";"0";"0";"0";"-4493";"4.03";"0";"0";"2018-01-03 14:23:22";"-17.466";"14.6827"
"5855";"1";"1";"1";"3728";"4.01";"0";"0";"2018-01-03 14:23:23";"-17.466";"14.6827"
"5856";"1";"1";"1";"5951";"4.02";"0";"0";"2018-01-03 14:23:25";"-17.466";"14.6827"
"5857";"1";"1";"1";"-1867";"4.03";"0";"0";"2018-01-03 14:23:27";"-17.466";"14.6827"
"5858";"1";"1";"1";"4094";"4.03";"0";"0";"2018-01-03 14:23:29";"-17.466";"14.6827"
"5859";"1";"2";"2";"7089";"4";"0";"0";"2018-01-03 14:23:30";"-17.466";"14.6827"
"5860";"1";"2";"2";"176";"4.03";"0";"0";"2018-01-03 14:23:32";"-17.466";"14.6827"
"5861";"2";"4";"3";"8245";"3.99";"0";"0";"2018-01-03 14:23:34";"-17.466";"14.6827"
"5862";"2";"4";"3";"11419";"4.01";"0";"0";"2018-01-03 14:23:36";"-17.466";"14.6827"
"5863";"2";"4";"3";"9026";"4.01";"0";"0";"2018-01-03 14:23:38";"-17.466";"14.6827"
"5864";"2";"4";"3";"13471";"4.01";"0";"0";"2018-01-03 14:23:39";"-17.466";"14.6827"
"5865";"2";"4";"3";"4461";"4.01";"0";"0";"2018-01-03 14:23:41";"-17.466";"14.6827"
"5866";"2";"4";"3";"6708";"4.03";"0";"0";"2018-01-03 14:23:43";"-17.466";"14.6827"
"5867";"2";"3";"3";"2285";"4.01";"0";"0";"2018-01-03 14:23:45";"-17.466";"14.6827"
