id;pm10;pm25;pm1;co2;co;humidity;temperature;date;long;lat
"7242";"8";"14";"11";"26017";"3.75";"0";"0";"2018-01-04 13:37:40";"-17.4511";"14.6962"
"7243";"8";"14";"11";"23664";"3.75";"0";"0";"2018-01-04 13:37:43";"-17.4511";"14.6962"
"7244";"9";"15";"13";"25341";"3.75";"0";"0";"2018-01-04 13:37:44";"-17.4511";"14.6962"
"7245";"9";"15";"13";"27713";"3.74";"0";"0";"2018-01-04 13:37:46";"-17.4511";"14.6962"
"7247";"72";"107";"96";"23922";"3.44";"0";"0";"2018-01-04 13:59:36";"-17.4441";"14.6978"
"7248";"73";"111";"97";"-30635";"3.45";"0";"0";"2018-01-04 14:00:31";"-17.4441";"14.6978"
"7249";"75";"111";"99";"-2160";"3.49";"0";"0";"2018-01-04 14:00:39";"-17.4441";"14.6978"
"7251";"35";"63";"51";"13732";"3.42";"0";"0";"2018-01-04 14:02:08";"-17.4441";"14.6978"
"7252";"36";"63";"52";"-16997";"3.44";"0";"0";"2018-01-04 14:02:08";"-17.4441";"14.6978"
"7253";"36";"63";"52";"-19812";"3.47";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7254";"35";"64";"52";"-20740";"3.42";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7255";"35";"67";"52";"19103";"3.46";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7256";"35";"67";"51";"-28450";"3.44";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7257";"35";"71";"52";"18208";"3.61";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7258";"38";"74";"56";"-8283";"3.44";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7259";"37";"74";"54";"20482";"3.88";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7260";"41";"77";"58";"-3260";"3.42";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7261";"43";"79";"61";"9349";"3.43";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7262";"44";"80";"62";"-18879";"3.43";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7263";"46";"78";"64";"-7289";"3.44";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7264";"46";"78";"64";"2945";"3.43";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7265";"46";"77";"64";"-4275";"3.42";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7266";"46";"73";"63";"-5285";"3.44";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7267";"46";"73";"63";"8433";"3.46";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7268";"45";"72";"60";"10436";"3.5";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7269";"46";"73";"61";"21627";"3.42";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7270";"65";"97";"83";"-27993";"3.46";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7271";"91";"129";"113";"-15096";"3.44";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7272";"93";"129";"113";"-16050";"3.58";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7273";"90";"127";"111";"9349";"3.46";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7274";"90";"127";"111";"25563";"3.48";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7275";"89";"123";"110";"-10255";"3.42";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7276";"42";"67";"58";"-27216";"3.84";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7277";"42";"67";"59";"28896";"3.45";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7278";"42";"67";"59";"19103";"3.47";"0";"0";"2018-01-04 14:02:09";"-17.4441";"14.6978"
"7279";"43";"68";"60";"-182";"3.45";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6978"
"7280";"44";"71";"61";"18208";"3.42";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6978"
"7281";"44";"71";"61";"-31506";"3.45";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7282";"43";"71";"62";"-10255";"3.45";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7283";"44";"74";"62";"-14138";"3.45";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7284";"44";"78";"63";"-27216";"3.43";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7285";"44";"78";"63";"24740";"3.58";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7286";"43";"74";"61";"-6571";"3.42";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7287";"41";"70";"58";"17080";"3.42";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7288";"41";"70";"58";"-8283";"3.45";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7289";"41";"71";"58";"22780";"3.47";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7290";"41";"71";"58";"-28878";"3.47";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7291";"42";"71";"59";"32216";"3.48";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7292";"42";"68";"59";"-21663";"3.67";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7293";"46";"70";"62";"20692";"3.45";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7294";"49";"73";"66";"-25309";"3.46";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7295";"50";"79";"67";"-30635";"3.47";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7296";"51";"81";"68";"-20740";"3.46";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7297";"51";"81";"68";"14842";"3.44";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7298";"51";"81";"68";"-15096";"3.46";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7299";"51";"81";"68";"-2239";"3.42";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7300";"50";"85";"69";"-182";"3.43";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7301";"50";"85";"69";"23937";"3.43";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7302";"50";"85";"69";"-24730";"3.78";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7303";"50";"87";"69";"8267";"3.44";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7304";"50";"84";"68";"-28878";"3.45";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7305";"50";"81";"68";"28631";"3.59";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7306";"50";"81";"68";"25563";"3.56";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7307";"50";"82";"68";"-1213";"3.42";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7308";"50";"81";"68";"13732";"3.43";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7309";"50";"81";"68";"10436";"3.43";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7310";"50";"79";"66";"-12207";"3.57";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7311";"183";"467";"390";"-25533";"3.85";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7312";"230";"596";"495";"19068";"3.41";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7313";"419";"1557";"1180";"-12859";"3.44";"0";"0";"2018-01-04 14:02:09";"-17.444";"14.6979"
"7315";"489";"1454";"1132";"-5765";"3.88";"0";"0";"2018-01-04 14:02:13";"-17.444";"14.6979"
"7316";"475";"892";"786";"5951";"3.42";"0";"0";"2018-01-04 14:02:15";"-17.444";"14.6979"
"7317";"454";"776";"690";"9815";"3.44";"0";"0";"2018-01-04 14:02:16";"-17.444";"14.6979"
"7318";"436";"608";"567";"-2865";"3.46";"0";"0";"2018-01-04 14:02:18";"-17.444";"14.6979"
"7319";"436";"608";"567";"14308";"3.43";"0";"0";"2018-01-04 14:02:20";"-17.444";"14.6979"
"7320";"385";"531";"493";"22244";"3.43";"0";"0";"2018-01-04 14:02:22";"-17.444";"14.6979"
"7321";"359";"497";"459";"-10052";"3.41";"0";"0";"2018-01-04 14:02:24";"-17.444";"14.6979"
"7322";"295";"398";"370";"-2837";"3.63";"0";"0";"2018-01-04 14:02:25";"-17.444";"14.6979"
"7323";"219";"286";"263";"6972";"3.41";"0";"0";"2018-01-04 14:02:27";"-17.444";"14.6979"
"7324";"157";"199";"185";"-17460";"3.41";"0";"0";"2018-01-04 14:02:29";"-17.444";"14.6979"
"7325";"155";"200";"183";"23922";"3.4";"0";"0";"2018-01-04 14:02:31";"-17.444";"14.6979"
"7326";"155";"200";"183";"15202";"3.4";"0";"0";"2018-01-04 14:02:32";"-17.444";"14.6979"
"7327";"122";"165";"146";"-28878";"3.61";"0";"0";"2018-01-04 14:02:34";"-17.444";"14.6979"
"7328";"97";"136";"119";"27220";"3.42";"0";"0";"2018-01-04 14:02:36";"-17.444";"14.6979"
"7329";"89";"126";"109";"32300";"3.41";"0";"0";"2018-01-04 14:02:38";"-17.444";"14.6979"
"7330";"61";"97";"78";"-13175";"3.42";"0";"0";"2018-01-04 14:02:40";"-17.444";"14.6979"
"7331";"52";"82";"69";"28056";"3.42";"0";"0";"2018-01-04 14:02:41";"-17.444";"14.6979"
"7332";"52";"81";"69";"-27993";"3.58";"0";"0";"2018-01-04 14:02:43";"-17.444";"14.6979"
"7333";"52";"81";"69";"-182";"3.72";"0";"0";"2018-01-04 14:02:45";"-17.444";"14.6979"
"7334";"49";"80";"66";"-27993";"3.59";"0";"0";"2018-01-04 14:02:47";"-17.444";"14.6979"
"7335";"48";"78";"67";"-14138";"3.68";"0";"0";"2018-01-04 14:02:48";"-17.444";"14.6979"
"7336";"49";"77";"67";"2945";"3.41";"0";"0";"2018-01-04 14:02:50";"-17.444";"14.6979"
"7337";"49";"83";"68";"6122";"3.41";"0";"0";"2018-01-04 14:02:52";"-17.444";"14.6979"
"7338";"49";"81";"68";"-5285";"3.42";"0";"0";"2018-01-04 14:02:54";"-17.444";"14.6979"
"7339";"45";"74";"61";"10436";"3.62";"0";"0";"2018-01-04 14:02:56";"-17.444";"14.6979"
"7340";"47";"78";"66";"12627";"3.55";"0";"0";"2018-01-04 14:02:57";"-17.444";"14.6979"
"7341";"49";"79";"66";"13732";"3.41";"0";"0";"2018-01-04 14:02:59";"-17.444";"14.6979"
"7342";"48";"77";"65";"15958";"3.41";"0";"0";"2018-01-04 14:03:01";"-17.444";"14.6979"
"7343";"48";"77";"65";"19342";"3.4";"0";"0";"2018-01-04 14:03:03";"-17.444";"14.6979"
"7344";"52";"77";"69";"14842";"3.41";"0";"0";"2018-01-04 14:03:05";"-17.444";"14.6979"
"7345";"56";"82";"73";"13732";"3.41";"0";"0";"2018-01-04 14:03:06";"-17.444";"14.6979"
"7346";"56";"84";"73";"1897";"3.41";"0";"0";"2018-01-04 14:03:08";"-17.444";"14.6979"
"7347";"56";"86";"74";"-6289";"3.4";"0";"0";"2018-01-04 14:03:10";"-17.444";"14.6979"
"7348";"58";"91";"75";"-15096";"3.41";"0";"0";"2018-01-04 14:03:12";"-17.444";"14.6979"
"7349";"56";"91";"76";"-7289";"3.4";"0";"0";"2018-01-04 14:03:13";"-17.444";"14.6979"
"7350";"55";"90";"76";"-31506";"3.4";"0";"0";"2018-01-04 14:03:15";"-17.444";"14.6979"
"7351";"53";"89";"74";"9349";"3.41";"0";"0";"2018-01-04 14:03:17";"-17.444";"14.6979"
"7352";"50";"85";"70";"15958";"3.41";"0";"0";"2018-01-04 14:03:19";"-17.444";"14.6979"
"7353";"49";"84";"69";"-27103";"3.41";"0";"0";"2018-01-04 14:03:21";"-17.444";"14.6979"
"7354";"49";"84";"69";"23937";"3.4";"0";"0";"2018-01-04 14:03:22";"-17.444";"14.6979"
"7355";"48";"81";"67";"2945";"3.55";"0";"0";"2018-01-04 14:03:24";"-17.444";"14.6979"
"7356";"47";"82";"67";"31015";"3.41";"0";"0";"2018-01-04 14:03:26";"-17.444";"14.6979"
"7357";"47";"82";"67";"5057";"3.39";"0";"0";"2018-01-04 14:03:28";"-17.444";"14.6979"
"7358";"46";"81";"66";"28631";"3.4";"0";"0";"2018-01-04 14:03:30";"-17.444";"14.6979"
"7359";"45";"79";"64";"11529";"3.41";"0";"0";"2018-01-04 14:03:31";"-17.444";"14.6979"
"7360";"43";"78";"61";"9349";"3.47";"0";"0";"2018-01-04 14:03:33";"-17.444";"14.6979"
"7361";"43";"78";"61";"10436";"3.45";"0";"0";"2018-01-04 14:03:35";"-17.444";"14.6979"
"7362";"45";"80";"62";"9349";"3.38";"0";"0";"2018-01-04 14:03:37";"-17.444";"14.6979"
"7363";"46";"80";"63";"29820";"3.41";"0";"0";"2018-01-04 14:03:38";"-17.444";"14.6979"
"7364";"46";"80";"63";"26272";"3.41";"0";"0";"2018-01-04 14:03:40";"-17.444";"14.6979"
"7365";"49";"83";"66";"-31506";"3.41";"0";"0";"2018-01-04 14:03:42";"-17.444";"14.6979"
"7366";"55";"91";"72";"21627";"3.42";"0";"0";"2018-01-04 14:03:44";"-17.444";"14.6979"
"7367";"54";"90";"72";"25101";"3.41";"0";"0";"2018-01-04 14:03:46";"-17.444";"14.6979"
"7368";"55";"90";"76";"13732";"3.42";"0";"0";"2018-01-04 14:03:47";"-17.444";"14.6979"
"7369";"56";"89";"75";"25101";"3.41";"0";"0";"2018-01-04 14:03:49";"-17.444";"14.6979"
"7370";"56";"89";"76";"7192";"3.54";"0";"0";"2018-01-04 14:03:51";"-17.444";"14.6979"
"7371";"55";"88";"75";"7192";"3.41";"0";"0";"2018-01-04 14:03:53";"-17.444";"14.6979"
"7372";"56";"92";"77";"19342";"3.41";"0";"0";"2018-01-04 14:03:55";"-17.444";"14.6979"
"7373";"57";"93";"78";"5057";"3.4";"0";"0";"2018-01-04 14:03:56";"-17.444";"14.6979"
"7374";"58";"95";"80";"-3260";"3.41";"0";"0";"2018-01-04 14:03:58";"-17.444";"14.6979"
"7375";"56";"92";"77";"-6289";"3.41";"0";"0";"2018-01-04 14:04:00";"-17.444";"14.6979"
"7376";"57";"93";"77";"3998";"3.41";"0";"0";"2018-01-04 14:04:02";"-17.444";"14.6979"
"7377";"55";"88";"74";"3998";"3.41";"0";"0";"2018-01-04 14:04:03";"-17.444";"14.6979"
"7378";"54";"89";"74";"-11234";"3.42";"0";"0";"2018-01-04 14:04:05";"-17.444";"14.6979"
"7379";"54";"86";"73";"-12207";"3.42";"0";"0";"2018-01-04 14:04:07";"-17.444";"14.6979"
"7380";"54";"87";"73";"-16050";"3.39";"0";"0";"2018-01-04 14:04:09";"-17.444";"14.6979"
"7381";"56";"93";"76";"855";"3.42";"0";"0";"2018-01-04 14:04:11";"-17.444";"14.6979"
"7382";"56";"93";"76";"-15096";"3.42";"0";"0";"2018-01-04 14:04:12";"-17.444";"14.6979"
"7383";"56";"91";"75";"23937";"3.41";"0";"0";"2018-01-04 14:04:14";"-17.444";"14.6979"
"7384";"57";"93";"76";"26272";"3.42";"0";"0";"2018-01-04 14:04:16";"-17.444";"14.6979"
"7385";"57";"93";"76";"28631";"3.41";"0";"0";"2018-01-04 14:04:18";"-17.444";"14.6979"
"7386";"57";"98";"78";"855";"3.4";"0";"0";"2018-01-04 14:04:20";"-17.444";"14.6979"
"7387";"58";"98";"78";"29820";"3.42";"0";"0";"2018-01-04 14:04:21";"-17.444";"14.6979"
"7388";"59";"96";"78";"-182";"3.41";"0";"0";"2018-01-04 14:04:23";"-17.444";"14.6979"
"7389";"59";"96";"78";"19342";"3.41";"0";"0";"2018-01-04 14:04:25";"-17.444";"14.6979"
"7390";"58";"94";"76";"-19678";"3.42";"0";"0";"2018-01-04 14:04:27";"-17.444";"14.6979"
"7391";"59";"93";"76";"28631";"3.84";"0";"0";"2018-01-04 14:04:28";"-17.444";"14.6979"
"7392";"58";"90";"77";"19342";"3.41";"0";"0";"2018-01-04 14:04:30";"-17.444";"14.6979"
"7393";"59";"91";"78";"-25977";"3.41";"0";"0";"2018-01-04 14:04:32";"-17.444";"14.6979"
"7394";"59";"91";"78";"-30898";"3.42";"0";"0";"2018-01-04 14:04:34";"-17.444";"14.6979"
"7395";"62";"98";"84";"-24730";"3.43";"0";"0";"2018-01-04 14:04:36";"-17.444";"14.6979"
"7396";"62";"98";"84";"26272";"3.41";"0";"0";"2018-01-04 14:04:37";"-17.444";"14.6979"
"7397";"62";"97";"85";"20482";"3.42";"0";"0";"2018-01-04 14:04:39";"-17.444";"14.6979"
"7398";"63";"100";"86";"20482";"3.41";"0";"0";"2018-01-04 14:04:41";"-17.444";"14.6979"
"7399";"63";"100";"86";"13732";"3.41";"0";"0";"2018-01-04 14:04:43";"-17.444";"14.6979"
"7400";"62";"99";"85";"-27216";"3.42";"0";"0";"2018-01-04 14:04:45";"-17.444";"14.6979"
"7401";"62";"96";"83";"-24405";"3.41";"0";"0";"2018-01-04 14:04:46";"-17.444";"14.6979"
"7402";"59";"96";"80";"-22217";"3.42";"0";"0";"2018-01-04 14:04:48";"-17.444";"14.6979"
"7403";"55";"90";"75";"12976";"3.42";"0";"0";"2018-01-04 14:04:50";"-17.444";"14.6979"
"7404";"50";"79";"66";"26325";"3.86";"0";"0";"2018-01-04 14:04:52";"-17.444";"14.6979"
"7405";"46";"72";"61";"18832";"3.41";"0";"0";"2018-01-04 14:04:53";"-17.444";"14.6979"
"7406";"40";"66";"55";"-31516";"3.42";"0";"0";"2018-01-04 14:04:55";"-17.444";"14.6979"
"7407";"37";"65";"52";"-25214";"3.41";"0";"0";"2018-01-04 14:04:57";"-17.444";"14.6979"
"7408";"40";"67";"57";"-9248";"3.43";"0";"0";"2018-01-04 14:04:59";"-17.444";"14.6979"
"7409";"40";"68";"57";"27848";"3.41";"0";"0";"2018-01-04 14:05:01";"-17.444";"14.6979"
"7410";"40";"68";"57";"-17111";"3.42";"0";"0";"2018-01-04 14:05:02";"-17.444";"14.6979"
"7411";"40";"69";"58";"-8864";"3.53";"0";"0";"2018-01-04 14:05:04";"-17.444";"14.6979"
"7412";"41";"69";"58";"-361";"3.4";"0";"0";"2018-01-04 14:05:06";"-17.444";"14.6979"
"7413";"41";"69";"58";"-10539";"3.4";"0";"0";"2018-01-04 14:05:08";"-17.444";"14.6979"
"7414";"43";"69";"60";"6605";"3.38";"0";"0";"2018-01-04 14:05:10";"-17.444";"14.6979"
"7415";"44";"71";"62";"8370";"3.4";"0";"0";"2018-01-04 14:05:11";"-17.444";"14.6979"
"7416";"46";"75";"64";"245";"3.61";"0";"0";"2018-01-04 14:05:13";"-17.444";"14.6979"
"7417";"46";"75";"64";"-2080";"3.4";"0";"0";"2018-01-04 14:05:15";"-17.444";"14.6979"
"7418";"46";"73";"62";"3103";"3.41";"0";"0";"2018-01-04 14:05:17";"-17.444";"14.6979"
"7419";"47";"74";"65";"13719";"3.4";"0";"0";"2018-01-04 14:05:18";"-17.444";"14.6979"
"7420";"47";"74";"65";"10143";"3.39";"0";"0";"2018-01-04 14:05:20";"-17.444";"14.6979"
"7421";"47";"74";"63";"-2080";"3.39";"0";"0";"2018-01-04 14:05:22";"-17.444";"14.6979"
"7422";"47";"73";"62";"1367";"3.39";"0";"0";"2018-01-04 14:05:24";"-17.444";"14.6979"
"7423";"47";"73";"62";"4849";"3.41";"0";"0";"2018-01-04 14:05:26";"-17.444";"14.6979"
"7424";"47";"73";"62";"17332";"3.41";"0";"0";"2018-01-04 14:05:27";"-17.444";"14.6979"
"7425";"47";"72";"62";"-2080";"3.4";"0";"0";"2018-01-04 14:05:29";"-17.444";"14.6979"
"7426";"47";"71";"62";"-8864";"3.4";"0";"0";"2018-01-04 14:05:31";"-17.444";"14.6979"
"7427";"47";"71";"62";"-8864";"3.41";"0";"0";"2018-01-04 14:05:33";"-17.444";"14.6979"
"7428";"52";"82";"71";"-8864";"3.42";"0";"0";"2018-01-04 14:05:35";"-17.444";"14.6979"
"7429";"70";"110";"94";"14429";"3.42";"0";"0";"2018-01-04 14:05:36";"-17.444";"14.6979"
"7430";"81";"121";"107";"26325";"3.42";"0";"0";"2018-01-04 14:05:38";"-17.444";"14.6979"
"7431";"89";"135";"118";"-12203";"3.41";"0";"0";"2018-01-04 14:05:40";"-17.444";"14.6979"
"7432";"86";"130";"113";"-13860";"3.42";"0";"0";"2018-01-04 14:05:42";"-17.444";"14.6979"
"7433";"78";"116";"103";"15888";"3.58";"0";"0";"2018-01-04 14:05:43";"-17.444";"14.6979"
"7434";"75";"111";"99";"29379";"3.41";"0";"0";"2018-01-04 14:05:45";"-17.444";"14.6979"
"7435";"70";"106";"92";"-26802";"3.64";"0";"0";"2018-01-04 14:05:47";"-17.444";"14.6979"
"7436";"65";"98";"86";"21806";"3.41";"0";"0";"2018-01-04 14:05:49";"-17.444";"14.6979"
"7437";"61";"93";"80";"32216";"3.43";"0";"0";"2018-01-04 14:05:51";"-17.444";"14.6979"
"7438";"61";"93";"80";"-4275";"3.42";"0";"0";"2018-01-04 14:05:52";"-17.444";"14.6979"
"7439";"57";"89";"74";"-30898";"3.4";"0";"0";"2018-01-04 14:05:54";"-17.444";"14.6979"
"7440";"55";"85";"71";"-19678";"3.42";"0";"0";"2018-01-04 14:05:56";"-17.444";"14.6979"
"7441";"55";"85";"71";"14842";"3.47";"0";"0";"2018-01-04 14:05:58";"-17.444";"14.6979"
"7442";"56";"86";"72";"-32112";"3.47";"0";"0";"2018-01-04 14:06:00";"-17.444";"14.6979"
"7443";"63";"97";"81";"1630";"3.47";"0";"0";"2018-01-04 14:06:02";"-17.444";"14.6979"
"7444";"63";"97";"81";"-7913";"3.45";"0";"0";"2018-01-04 14:06:03";"-17.444";"14.6979"
"7445";"66";"104";"88";"14429";"3.44";"0";"0";"2018-01-04 14:06:05";"-17.444";"14.6979"
"7446";"71";"110";"96";"-5222";"3.45";"0";"0";"2018-01-04 14:06:07";"-17.444";"14.6979"
"7447";"64";"99";"86";"-23477";"3.44";"0";"0";"2018-01-04 14:06:08";"-17.444";"14.6979"
"7448";"64";"99";"86";"29820";"3.45";"0";"0";"2018-01-04 14:06:10";"-17.444";"14.6979"
"7449";"59";"93";"79";"-22217";"3.45";"0";"0";"2018-01-04 14:06:12";"-17.444";"14.6979"
"7450";"54";"89";"75";"1630";"3.44";"0";"0";"2018-01-04 14:06:14";"-17.444";"14.6979"
"7451";"56";"90";"75";"20314";"3.45";"0";"0";"2018-01-04 14:06:16";"-17.444";"14.6979"
"7452";"56";"90";"75";"32464";"3.45";"0";"0";"2018-01-04 14:06:18";"-17.444";"14.6978"
"7453";"56";"89";"75";"-6571";"3.46";"0";"0";"2018-01-04 14:06:19";"-17.444";"14.6978"
"7454";"60";"95";"80";"18832";"3.53";"0";"0";"2018-01-04 14:06:21";"-17.444";"14.6978"
"7455";"56";"89";"75";"1630";"3.64";"0";"0";"2018-01-04 14:06:23";"-17.444";"14.6978"
"7456";"54";"86";"72";"-11897";"3.46";"0";"0";"2018-01-04 14:06:25";"-17.444";"14.6978"
"7457";"62";"100";"85";"27448";"3.47";"0";"0";"2018-01-04 14:06:27";"-17.444";"14.6978"
"7458";"66";"107";"90";"30918";"3.45";"0";"0";"2018-01-04 14:06:28";"-17.444";"14.6978"
"7459";"65";"102";"86";"-1132";"3.47";"0";"0";"2018-01-04 14:06:30";"-17.444";"14.6978"
"7460";"68";"104";"89";"27448";"3.46";"0";"0";"2018-01-04 14:06:32";"-17.444";"14.6978"
"7461";"68";"104";"89";"-27216";"3.45";"0";"0";"2018-01-04 14:06:34";"-17.444";"14.6978"
"7462";"192";"264";"242";"-11897";"3.47";"0";"0";"2018-01-04 14:06:36";"-17.444";"14.6978"
"7463";"201";"277";"256";"3023";"3.45";"0";"0";"2018-01-04 14:06:38";"-17.444";"14.6978"
"7464";"204";"281";"261";"26325";"3.43";"0";"0";"2018-01-04 14:06:39";"-17.444";"14.6978"
"7465";"195";"276";"249";"245";"3.45";"0";"0";"2018-01-04 14:06:41";"-17.444";"14.6978"
"7466";"153";"216";"196";"32464";"3.44";"0";"0";"2018-01-04 14:06:43";"-17.444";"14.6978"
"7467";"120";"175";"156";"10096";"3.44";"0";"0";"2018-01-04 14:06:45";"-17.444";"14.6978"
"7468";"110";"162";"143";"27848";"3.62";"0";"0";"2018-01-04 14:06:46";"-17.444";"14.6978"
"7469";"107";"159";"141";"28631";"3.51";"0";"0";"2018-01-04 14:06:48";"-17.444";"14.6978"
"7470";"70";"108";"97";"11532";"3.45";"0";"0";"2018-01-04 14:06:50";"-17.444";"14.6978"
"7471";"64";"100";"88";"-10576";"3.48";"0";"0";"2018-01-04 14:06:52";"-17.444";"14.6978"
"7472";"61";"98";"84";"7244";"3.47";"0";"0";"2018-01-04 14:06:54";"-17.444";"14.6978"
"7473";"63";"100";"83";"-23477";"3.65";"0";"0";"2018-01-04 14:06:55";"-17.444";"14.6978"
"7474";"63";"100";"83";"-182";"3.47";"0";"0";"2018-01-04 14:06:57";"-17.444";"14.6978"
"7475";"66";"103";"85";"8267";"3.46";"0";"0";"2018-01-04 14:06:59";"-17.444";"14.6978"
"7476";"62";"98";"81";"-1132";"3.46";"0";"0";"2018-01-04 14:07:01";"-17.444";"14.6978"
"7477";"55";"92";"72";"8666";"3.9";"0";"0";"2018-01-04 14:07:03";"-17.444";"14.6978"
"7478";"51";"89";"69";"11532";"3.45";"0";"0";"2018-01-04 14:07:04";"-17.444";"14.6978"
"7479";"47";"81";"64";"14429";"3.46";"0";"0";"2018-01-04 14:07:06";"-17.444";"14.6978"
"7480";"50";"81";"66";"-15508";"3.45";"0";"0";"2018-01-04 14:07:08";"-17.444";"14.6978"
"7481";"50";"81";"66";"26325";"3.45";"0";"0";"2018-01-04 14:07:10";"-17.444";"14.6978"
"7482";"52";"80";"68";"32464";"3.44";"0";"0";"2018-01-04 14:07:11";"-17.444";"14.6978"
"7483";"54";"83";"71";"5829";"3.45";"0";"0";"2018-01-04 14:07:13";"-17.444";"14.6978"
"7484";"58";"85";"77";"17356";"3.95";"0";"0";"2018-01-04 14:07:15";"-17.444";"14.6978"
"7485";"55";"82";"73";"-13860";"3.6";"0";"0";"2018-01-04 14:07:17";"-17.444";"14.6978"
"7486";"53";"86";"71";"4849";"3.46";"0";"0";"2018-01-04 14:07:19";"-17.444";"14.6978"
"7487";"52";"84";"69";"-2080";"3.44";"0";"0";"2018-01-04 14:07:20";"-17.444";"14.6979"
"7488";"52";"84";"69";"15888";"3.44";"0";"0";"2018-01-04 14:07:22";"-17.444";"14.6979"
"7489";"51";"80";"66";"-361";"3.45";"0";"0";"2018-01-04 14:07:24";"-17.444";"14.6979"
"7490";"51";"80";"66";"23304";"3.44";"0";"0";"2018-01-04 14:07:26";"-17.444";"14.6979"
"7491";"39";"70";"54";"-28382";"3.45";"0";"0";"2018-01-04 14:07:28";"-17.444";"14.6979"
"7492";"36";"64";"50";"-2503";"3.45";"0";"0";"2018-01-04 14:07:29";"-17.444";"14.6979"
"7493";"29";"55";"44";"-11897";"3.46";"0";"0";"2018-01-04 14:07:31";"-17.444";"14.6979"
"7494";"26";"53";"39";"20314";"3.82";"0";"0";"2018-01-04 14:07:33";"-17.444";"14.6979"
"7495";"29";"55";"43";"30918";"3.45";"0";"0";"2018-01-04 14:07:35";"-17.444";"14.6979"
