Unnamed: 0,date,heure,minute,seconde,humidité,temperature
794,2019-08-21,12,3,19,70.00,29.63
793,2019-08-21,12,21,59,68.00,30.38
792,2019-08-21,12,36,58,69.00,29.75
791,2019-08-21,12,51,54,70.00,30.19
790,2019-08-21,13,6,56,70.00,30.31
789,2019-08-21,13,21,55,69.00,30.5
788,2019-08-21,13,36,53,68.00,30.69
787,2019-08-21,13,51,53,67.00,31.19
786,2019-08-21,14,6,57,65.00,31.19
785,2019-08-21,14,21,55,65.00,31.63
784,2019-08-21,14,38,6,65.00,31.63
783,2019-08-21,14,53,4,64.00,32.06
782,2019-08-21,15,8,4,63.00,32.19
781,2019-08-21,15,23,6,62.00,31.94
780,2019-08-21,15,38,3,62.00,31.69
779,2019-08-21,15,53,4,63.00,32.19
778,2019-08-21,16,8,6,62.00,32.25
777,2019-08-21,16,23,4,62.00,32.0
776,2019-08-21,16,39,11,62.00,31.81
775,2019-08-21,16,54,6,62.00,32.06
774,2019-08-21,17,9,7,63.00,31.56
773,2019-08-21,17,24,7,64.00,31.5
772,2019-08-21,17,39,10,64.00,31.69
771,2019-08-21,17,54,7,65.00,31.13
