Unnamed: 0,date,heure,minute,seconde,humidité,temperature
770,2019-08-21,18,9,7,NAN,31.25
769,2019-08-21,18,24,7,65.00,31.88
768,2019-08-21,18,39,9,64.00,31.94
767,2019-08-21,18,55,17,63.00,31.56
766,2019-08-21,19,10,17,64.00,31.38
765,2019-08-21,19,25,16,65.00,31.38
764,2019-08-21,19,40,16,63.00,30.81
763,2019-08-21,19,55,16,66.00,30.38
762,2019-08-21,20,10,16,67.00,30.13
761,2019-08-21,20,25,14,NAN,29.44
760,2019-08-21,20,40,16,70.00,29.31
759,2019-08-21,20,56,21,71.00,28.88
758,2019-08-21,21,11,17,72.00,28.69
757,2019-08-21,21,26,35,73.00,28.38
756,2019-08-21,21,41,19,74.00,28.44
755,2019-08-21,21,56,18,75.00,28.38
754,2019-08-21,22,11,19,NAN,28.25
753,2019-08-21,22,26,17,NAN,28.13
752,2019-08-21,22,41,20,76.00,28.0
751,2019-08-21,22,56,19,76.00,28.0
750,2019-08-21,23,12,29,76.00,28.06
749,2019-08-21,23,27,26,76.00,28.13
748,2019-08-21,23,42,26,76.00,28.25
747,2019-08-21,23,57,26,76.00,28.31
