,date,heure,minute,seconde,humidité,temperature
747,2019-08-21,23,57,26,76.00,28.31
748,2019-08-21,23,42,26,76.00,28.25
749,2019-08-21,23,27,26,76.00,28.13
750,2019-08-21,23,12,29,76.00,28.06
751,2019-08-21,22,56,19,76.00,28.0
752,2019-08-21,22,41,20,76.00,28.0
753,2019-08-21,22,26,17,NAN,28.13
754,2019-08-21,22,11,19,NAN,28.25
755,2019-08-21,21,56,18,75.00,28.38
756,2019-08-21,21,41,19,74.00,28.44
757,2019-08-21,21,26,35,73.00,28.38
758,2019-08-21,21,11,17,72.00,28.69
759,2019-08-21,20,56,21,71.00,28.88
760,2019-08-21,20,40,16,70.00,29.31
761,2019-08-21,20,25,14,NAN,29.44
762,2019-08-21,20,10,16,67.00,30.13
763,2019-08-21,19,55,16,66.00,30.38
764,2019-08-21,19,40,16,63.00,30.81
765,2019-08-21,19,25,16,65.00,31.38
766,2019-08-21,19,10,17,64.00,31.38
767,2019-08-21,18,55,17,63.00,31.56
768,2019-08-21,18,39,9,64.00,31.94
769,2019-08-21,18,24,7,65.00,31.88
770,2019-08-21,18,9,7,NAN,31.25
771,2019-08-21,17,54,7,65.00,31.13
772,2019-08-21,17,39,10,64.00,31.69
773,2019-08-21,17,24,7,64.00,31.5
774,2019-08-21,17,9,7,63.00,31.56
775,2019-08-21,16,54,6,62.00,32.06
776,2019-08-21,16,39,11,62.00,31.81
777,2019-08-21,16,23,4,62.00,32.0
778,2019-08-21,16,8,6,62.00,32.25
779,2019-08-21,15,53,4,63.00,32.19
780,2019-08-21,15,38,3,62.00,31.69
781,2019-08-21,15,23,6,62.00,31.94
782,2019-08-21,15,8,4,63.00,32.19
783,2019-08-21,14,53,4,64.00,32.06
784,2019-08-21,14,38,6,65.00,31.63
785,2019-08-21,14,21,55,65.00,31.63
786,2019-08-21,14,6,57,65.00,31.19
787,2019-08-21,13,51,53,67.00,31.19
788,2019-08-21,13,36,53,68.00,30.69
789,2019-08-21,13,21,55,69.00,30.5
790,2019-08-21,13,6,56,70.00,30.31
791,2019-08-21,12,51,54,70.00,30.19
792,2019-08-21,12,36,58,69.00,29.75
793,2019-08-21,12,21,59,68.00,30.38
794,2019-08-21,12,3,19,70.00,29.63
