Unnamed: 0,date,heure,minute,seconde,humidité,temperature
316,2019-08-27,6,1,53,79.00,27.19
315,2019-08-27,6,16,53,79.00,27.13
314,2019-08-27,6,31,52,79.00,27.13
313,2019-08-27,6,46,54,80.00,27.19
312,2019-08-27,7,1,56,80.00,27.19
311,2019-08-27,7,34,6,81.00,27.13
310,2019-08-27,7,48,2,81.00,27.19
309,2019-08-27,8,3,2,81.00,27.31
308,2019-08-27,8,18,3,81.00,27.38
307,2019-08-27,8,33,4,81.00,27.25
306,2019-08-27,8,48,4,81.00,27.38
305,2019-08-27,9,3,2,80.00,27.5
304,2019-08-27,9,18,4,80.00,27.56
303,2019-08-27,9,33,6,78.00,27.81
302,2019-08-27,9,49,14,78.00,27.94
301,2019-08-27,10,19,13,74.00,28.75
300,2019-08-27,10,34,13,71.00,29.25
299,2019-08-27,10,49,10,69.00,29.81
298,2019-08-27,11,4,12,68.00,29.94
297,2019-08-27,11,19,10,68.00,29.56
296,2019-08-27,11,34,13,67.00,29.63
295,2019-08-27,11,50,17,67.00,29.31
