Unnamed: 0,date,heure,minute,seconde,humidité,temperature
270,2019-08-27,18,7,25,68.00,29.44
269,2019-08-27,18,23,52,69.00,29.38
268,2019-08-27,18,38,36,69.00,29.44
267,2019-08-27,18,53,35,68.00,29.63
266,2019-08-27,19,8,35,66.00,29.5
265,2019-08-27,19,23,35,66.00,30.25
264,2019-08-27,19,38,34,65.00,30.75
263,2019-08-27,19,53,37,61.00,30.0
262,2019-08-27,20,8,34,62.00,30.0
261,2019-08-27,20,23,35,62.00,29.75
260,2019-08-27,20,39,45,66.00,29.31
259,2019-08-27,20,54,46,68.00,29.0
258,2019-08-27,21,9,43,69.00,28.81
257,2019-08-27,21,24,42,69.00,28.69
256,2019-08-27,21,39,46,69.00,28.56
255,2019-08-27,21,54,43,68.00,28.31
254,2019-08-27,22,9,44,69.00,28.25
253,2019-08-27,22,24,44,70.00,28.25
252,2019-08-27,22,40,50,71.00,28.25
251,2019-08-27,22,55,47,71.00,28.13
250,2019-08-27,23,10,44,72.00,28.13
249,2019-08-27,23,41,19,72.00,28.19
248,2019-08-27,23,56,18,72.00,28.19
