Unnamed: 0,date,heure,minute,seconde,humidité,temperature
338,2019-08-27,0,13,56,82.00,27.38
337,2019-08-27,0,28,57,81.00,27.44
336,2019-08-27,0,43,54,81.00,27.31
335,2019-08-27,0,58,57,81.00,27.44
334,2019-08-27,1,13,53,81.00,27.38
333,2019-08-27,1,30,3,81.00,27.56
332,2019-08-27,1,45,23,80.00,27.5
331,2019-08-27,1,59,54,79.00,27.63
330,2019-08-27,2,14,56,79.00,27.69
329,2019-08-27,2,29,56,79.00,27.69
328,2019-08-27,3,0,47,78.00,27.69
327,2019-08-27,3,15,43,78.00,27.69
326,2019-08-27,3,31,10,78.00,27.69
325,2019-08-27,3,45,43,78.00,27.69
324,2019-08-27,4,0,45,78.00,27.69
323,2019-08-27,4,15,43,77.00,27.63
322,2019-08-27,4,30,43,NAN,27.63
321,2019-08-27,4,45,45,77.00,27.63
320,2019-08-27,5,0,44,77.00,27.5
319,2019-08-27,5,16,56,77.00,27.5
318,2019-08-27,5,31,52,77.00,27.38
317,2019-08-27,5,46,56,78.00,27.31
