Unnamed: 0,date,heure,minute,seconde,humidité,temperature
477,2019-08-25,12,9,57,64.00,30.06
476,2019-08-25,12,26,2,63.00,30.44
475,2019-08-25,12,41,1,62.00,30.75
474,2019-08-25,12,56,0,60.00,31.31
473,2019-08-25,13,10,58,60.00,31.56
472,2019-08-25,13,26,0,59.00,31.88
471,2019-08-25,13,41,0,56.00,32.19
470,2019-08-25,13,56,0,54.00,32.56
469,2019-08-25,14,11,0,53.00,32.25
468,2019-08-25,14,25,58,53.00,32.19
467,2019-08-25,14,42,9,55.00,32.06
466,2019-08-25,15,12,11,57.00,31.94
465,2019-08-25,15,27,9,56.00,32.13
464,2019-08-25,15,42,7,55.00,33.06
463,2019-08-25,15,57,10,54.00,33.31
462,2019-08-25,16,12,10,51.00,33.25
461,2019-08-25,16,27,10,NAN,33.44
460,2019-08-25,16,43,15,51.00,32.75
459,2019-08-25,16,58,11,NAN,32.69
458,2019-08-25,17,13,27,52.00,32.38
457,2019-08-25,17,28,13,52.00,32.25
456,2019-08-25,17,43,12,54.00,31.94
455,2019-08-25,17,58,12,53.00,31.94
