Unnamed: 0,date,heure,minute,seconde,humidité,temperature
60,2019-08-30,6,14,14,85.0,26.94
59,2019-08-30,6,29,10,85.0,26.75
58,2019-08-30,6,44,11,86.0,26.75
57,2019-08-30,6,59,12,86.0,26.56
56,2019-08-30,7,14,11,87.0,26.56
55,2019-08-30,7,44,59,88.0,26.56
54,2019-08-30,8,0,3,88.0,26.56
53,2019-08-30,8,14,57,88.0,26.56
52,2019-08-30,8,29,59,87.0,26.63
51,2019-08-30,8,44,57,87.0,26.63
50,2019-08-30,8,59,58,87.0,26.5
49,2019-08-30,9,14,57,87.0,26.56
48,2019-08-30,9,29,57,87.0,26.56
47,2019-08-30,9,46,2,86.0,26.63
46,2019-08-30,10,0,58,86.0,26.88
45,2019-08-30,10,15,58,85.0,27.06
44,2019-08-30,10,31,1,85.0,27.19
43,2019-08-30,10,45,57,84.0,27.31
42,2019-08-30,11,0,57,83.0,26.88
41,2019-08-30,11,15,58,83.0,26.63
40,2019-08-30,11,30,59,82.0,26.44
39,2019-08-30,11,45,58,81.0,26.63
