Unnamed: 0,date,heure,minute,seconde,humidité,temperature
362,2019-08-26,18,10,33,79.00,28.25
361,2019-08-26,18,25,36,78.00,29.0
360,2019-08-26,18,40,34,76.00,28.56
359,2019-08-26,18,55,32,74.00,28.5
358,2019-08-26,19,11,43,74.00,27.63
357,2019-08-26,19,26,43,81.00,27.31
356,2019-08-26,19,41,44,82.00,27.13
355,2019-08-26,19,56,44,83.00,27.25
354,2019-08-26,20,11,41,83.00,27.31
353,2019-08-26,20,26,44,82.00,27.63
352,2019-08-26,20,41,41,81.00,27.75
351,2019-08-26,20,56,44,81.00,27.81
350,2019-08-26,21,12,47,81.00,27.56
349,2019-08-26,21,27,45,79.00,27.63
348,2019-08-26,21,42,45,80.00,27.81
347,2019-08-26,21,57,45,80.00,27.69
346,2019-08-26,22,12,48,78.00,27.75
345,2019-08-26,22,27,46,78.00,27.75
344,2019-08-26,22,42,46,78.00,27.69
343,2019-08-26,22,57,49,77.00,27.69
342,2019-08-26,23,12,45,77.00,27.81
341,2019-08-26,23,28,59,77.00,27.56
340,2019-08-26,23,43,56,82.00,27.31
339,2019-08-26,23,58,54,81.00,27.31
