Cycle,estimate,lost
167,0.0,93.1375,93.1375
168,0.0,93.69749999999999,93.69749999999999
169,0.0,94.2575,94.2575
170,0.0,94.8175,94.8175
171,0.0,95.3775,95.3775
172,0.0,95.9375,95.9375
173,0.0,96.4975,96.4975
174,0.0,97.05749999999999,97.05749999999999
175,0.0,97.61749999999999,97.61749999999999
176,0.0,98.1775,98.1775
177,0.0,98.7375,98.7375
178,0.0,99.2975,99.2975
179,0.0,99.8575,99.8575
180,0.0,100.41749999999999,100.41749999999999
181,0.0,100.97749999999999,100.97749999999999
182,0.0,101.5375,101.5375
183,0.0,102.0975,102.0975
184,0.0,102.6575,102.6575
185,0.0,103.2175,103.2175
186,0.0,103.77749999999999,103.77749999999999
187,0.0,104.33749999999999,104.33749999999999
188,0.0,104.8975,104.8975
189,0.0,105.4575,105.4575
190,0.0,106.0175,106.0175
191,0.0,106.5775,106.5775
192,0.0,107.13749999999999,107.13749999999999
193,0.0,107.69749999999999,107.69749999999999
194,0.0,108.2575,108.2575
195,0.0,108.8175,108.8175
196,0.0,109.3775,109.3775
197,0.0,109.9375,109.9375
198,0.0,110.4975,110.4975
199,0.0,111.05749999999999,111.05749999999999
200,0.0,111.61749999999999,111.61749999999999
201,0.0,112.1775,112.1775
202,0.0,112.7375,112.7375
203,0.0,113.2975,113.2975
204,0.0,113.8575,113.8575
205,0.0,114.41749999999999,114.41749999999999
206,0.0,114.97749999999999,114.97749999999999
207,0.0,115.5375,115.5375
208,0.0,116.0975,116.0975
209,0.0,116.6575,116.6575
210,0.0,117.2175,117.2175
211,0.0,117.77749999999999,117.77749999999999
212,0.0,118.33749999999999,118.33749999999999
213,0.0,118.8975,118.8975
214,0.0,119.4575,119.4575
215,0.0,120.0175,120.0175
216,0.0,120.5775,120.5775
217,0.0,121.13749999999999,121.13749999999999
218,0.0,121.69749999999999,121.69749999999999
219,0.0,122.2575,122.2575
220,0.0,122.8175,122.8175
221,0.0,123.3775,123.3775
222,0.0,123.9375,123.9375
223,0.0,124.49749999999999,124.49749999999999
224,0.0,125.05749999999999,125.05749999999999
225,0.0,125.61749999999999,125.61749999999999
226,0.0,126.1775,126.1775
227,0.0,126.7375,126.7375
228,0.0,127.2975,127.2975
229,0.0,127.85749999999999,127.85749999999999
230,0.0,128.4175,128.4175
231,0.0,128.9775,128.9775
232,0.0,129.5375,129.5375
233,0.0,130.0975,130.0975
234,0.0,130.6575,130.6575
235,0.0,131.2175,131.2175
236,0.0,131.7775,131.7775
237,0.0,132.3375,132.3375
238,0.0,132.89749999999998,132.89749999999998
239,0.0,133.45749999999998,133.45749999999998
240,0.0,134.01749999999998,134.01749999999998
241,0.0,134.5775,134.5775
242,0.0,135.1375,135.1375
243,0.0,135.6975,135.6975
244,0.0,136.2575,136.2575
245,0.0,136.8175,136.8175
246,0.0,137.3775,137.3775
247,0.0,137.9375,137.9375
248,0.0,138.4975,138.4975
249,0.0,139.0575,139.0575
250,0.0,139.61749999999998,139.61749999999998
251,0.0,140.17749999999998,140.17749999999998
252,0.0,140.73749999999998,140.73749999999998
253,0.0,141.29749999999999,141.29749999999999
254,0.0,141.8575,141.8575
255,0.0,142.4175,142.4175
256,0.0,142.9775,142.9775
257,0.0,143.5375,143.5375
258,0.0,144.0975,144.0975
259,0.0,144.6575,144.6575
260,0.0,145.2175,145.2175
261,0.0,145.7775,145.7775
262,0.0,146.3375,146.3375
263,0.0,146.89749999999998,146.89749999999998
264,0.0,147.45749999999998,147.45749999999998
265,0.0,148.01749999999998,148.01749999999998
266,0.0,148.5775,148.5775
267,0.0,149.1375,149.1375
268,0.0,149.6975,149.6975
269,0.0,150.2575,150.2575
270,0.0,150.8175,150.8175
271,0.0,151.3775,151.3775
272,0.0,151.9375,151.9375
273,0.0,152.4975,152.4975
274,0.0,153.0575,153.0575
275,0.0,153.61749999999998,153.61749999999998
276,0.0,154.17749999999998,154.17749999999998
277,0.0,154.73749999999998,154.73749999999998
278,0.0,155.29749999999999,155.29749999999999
279,0.0,155.8575,155.8575
280,0.0,156.4175,156.4175
281,0.0,156.9775,156.9775
282,0.0,157.5375,157.5375
283,0.0,158.0975,158.0975
284,0.0,158.6575,158.6575
285,0.0,159.2175,159.2175
286,0.0,159.7775,159.7775
287,0.0,160.33749999999998,160.33749999999998
288,0.0,160.89749999999998,160.89749999999998
289,0.0,161.45749999999998,161.45749999999998
290,0.0,162.01749999999998,162.01749999999998
291,0.0,162.5775,162.5775
292,0.0,163.1375,163.1375
293,0.0,163.6975,163.6975
294,0.0,164.2575,164.2575
295,0.0,164.8175,164.8175
296,0.0,165.3775,165.3775
297,0.0,165.9375,165.9375
298,0.0,166.4975,166.4975
299,0.0,167.05749999999998,167.05749999999998
300,0.0,167.61749999999998,167.61749999999998
301,0.0,168.17749999999998,168.17749999999998
302,0.0,168.73749999999998,168.73749999999998
303,0.0,169.29749999999999,169.29749999999999
304,0.0,169.8575,169.8575
305,0.0,170.4175,170.4175
306,0.0,170.9775,170.9775
307,0.0,171.5375,171.5375
308,0.0,172.0975,172.0975
309,0.0,172.6575,172.6575
310,0.0,173.2175,173.2175
311,0.0,173.77749999999997,173.77749999999997
312,0.0,174.33749999999998,174.33749999999998
313,0.0,174.89749999999998,174.89749999999998
314,0.0,175.45749999999998,175.45749999999998
315,0.0,176.01749999999998,176.01749999999998
316,0.0,176.5775,176.5775
317,0.0,177.1375,177.1375
318,0.0,177.6975,177.6975
319,0.0,178.2575,178.2575
320,0.0,178.8175,178.8175
321,0.0,179.3775,179.3775
322,0.0,179.9375,179.9375
323,0.0,180.4975,180.4975
324,0.0,181.05749999999998,181.05749999999998
325,0.0,181.61749999999998,181.61749999999998
326,0.0,182.17749999999998,182.17749999999998
327,0.0,182.73749999999998,182.73749999999998
328,0.0,183.29749999999999,183.29749999999999
329,0.0,183.8575,183.8575
330,0.0,184.4175,184.4175
331,0.0,184.9775,184.9775
332,0.0,185.5375,185.5375
333,0.0,186.0975,186.0975
334,0.0,186.6575,186.6575
335,0.0,187.2175,187.2175
336,0.0,187.77749999999997,187.77749999999997
337,0.0,188.33749999999998,188.33749999999998
338,0.0,188.89749999999998,188.89749999999998
339,0.0,189.45749999999998,189.45749999999998
340,0.0,190.01749999999998,190.01749999999998
341,0.0,190.5775,190.5775
342,0.0,191.1375,191.1375
343,0.0,191.6975,191.6975
344,0.0,192.2575,192.2575
345,0.0,192.8175,192.8175
346,0.0,193.3775,193.3775
347,0.0,193.9375,193.9375
348,0.0,194.49749999999997,194.49749999999997
349,0.0,195.05749999999998,195.05749999999998
350,0.0,195.61749999999998,195.61749999999998
351,0.0,196.17749999999998,196.17749999999998
352,0.0,196.73749999999998,196.73749999999998
353,0.0,197.29749999999999,197.29749999999999
354,0.0,197.8575,197.8575
355,0.0,198.4175,198.4175
356,0.0,198.9775,198.9775
357,0.0,199.5375,199.5375
358,0.0,200.0975,200.0975
359,0.0,200.6575,200.6575
360,0.0,201.21749999999997,201.21749999999997
361,0.0,201.77749999999997,201.77749999999997
362,0.0,202.33749999999998,202.33749999999998
363,0.0,202.89749999999998,202.89749999999998
364,0.0,203.45749999999998,203.45749999999998
365,0.0,204.01749999999998,204.01749999999998
366,0.0,204.5775,204.5775
367,0.0,205.1375,205.1375
368,0.0,205.6975,205.6975
369,0.0,206.2575,206.2575
370,0.0,206.8175,206.8175
371,0.0,207.3775,207.3775
372,0.0,207.93749999999997,207.93749999999997
373,0.0,208.49749999999997,208.49749999999997
374,0.0,209.05749999999998,209.05749999999998
375,0.0,209.61749999999998,209.61749999999998
376,0.0,210.17749999999998,210.17749999999998
377,0.0,210.73749999999998,210.73749999999998
378,0.0,211.29749999999999,211.29749999999999
379,0.0,211.8575,211.8575
380,0.0,212.4175,212.4175
381,0.0,212.9775,212.9775
382,0.0,213.5375,213.5375
383,0.0,214.0975,214.0975
384,0.0,214.65749999999997,214.65749999999997
385,0.0,215.21749999999997,215.21749999999997
386,0.0,215.77749999999997,215.77749999999997
387,0.0,216.33749999999998,216.33749999999998
388,0.0,216.89749999999998,216.89749999999998
389,0.0,217.45749999999998,217.45749999999998
390,0.0,218.01749999999998,218.01749999999998
391,0.0,218.5775,218.5775
392,0.0,219.1375,219.1375
393,0.0,219.6975,219.6975
394,0.0,220.2575,220.2575
395,0.0,220.8175,220.8175
396,0.0,221.3775,221.3775
397,0.0,221.93749999999997,221.93749999999997
398,0.0,222.49749999999997,222.49749999999997
399,0.0,223.05749999999998,223.05749999999998
400,0.0,223.61749999999998,223.61749999999998
401,0.0,224.17749999999998,224.17749999999998
402,0.0,224.73749999999998,224.73749999999998
403,0.0,225.29749999999999,225.29749999999999
404,0.0,225.8575,225.8575
405,0.0,226.4175,226.4175
406,0.0,226.9775,226.9775
407,0.0,227.5375,227.5375
408,0.0,228.0975,228.0975
409,0.0,228.65749999999997,228.65749999999997
410,0.0,229.21749999999997,229.21749999999997
411,0.0,229.77749999999997,229.77749999999997
412,0.0,230.33749999999998,230.33749999999998
413,0.0,230.89749999999998,230.89749999999998
414,0.0,231.45749999999998,231.45749999999998
415,0.0,232.01749999999998,232.01749999999998
416,0.0,232.5775,232.5775
417,0.0,233.1375,233.1375
418,0.0,233.6975,233.6975
419,0.0,234.2575,234.2575
420,0.0,234.8175,234.8175
421,0.0,235.37749999999997,235.37749999999997
422,0.0,235.93749999999997,235.93749999999997
423,0.0,236.49749999999997,236.49749999999997
424,0.0,237.05749999999998,237.05749999999998
425,0.0,237.61749999999998,237.61749999999998
426,0.0,238.17749999999998,238.17749999999998
427,0.0,238.73749999999998,238.73749999999998
428,0.0,239.29749999999999,239.29749999999999
429,0.0,239.8575,239.8575
430,0.0,240.4175,240.4175
431,0.0,240.9775,240.9775
432,0.0,241.5375,241.5375
433,0.0,242.09749999999997,242.09749999999997
434,0.0,242.65749999999997,242.65749999999997
435,0.0,243.21749999999997,243.21749999999997
436,0.0,243.77749999999997,243.77749999999997
437,0.0,244.33749999999998,244.33749999999998
438,0.0,244.89749999999998,244.89749999999998
439,0.0,245.45749999999998,245.45749999999998
440,0.0,246.01749999999998,246.01749999999998
441,0.0,246.5775,246.5775
442,0.0,247.1375,247.1375
443,0.0,247.6975,247.6975
444,0.0,248.2575,248.2575
445,0.0,248.81749999999997,248.81749999999997
446,0.0,249.37749999999997,249.37749999999997
447,0.0,249.93749999999997,249.93749999999997
448,0.0,250.49749999999997,250.49749999999997
449,0.0,251.05749999999998,251.05749999999998
450,0.0,251.61749999999998,251.61749999999998
451,0.0,252.17749999999998,252.17749999999998
452,0.0,252.73749999999998,252.73749999999998
453,0.0,253.29749999999999,253.29749999999999
454,0.0,253.8575,253.8575
455,0.0,254.4175,254.4175
456,0.0,254.9775,254.9775
457,0.0,255.5375,255.5375
458,0.0,256.09749999999997,256.09749999999997
459,0.0,256.65749999999997,256.65749999999997
460,0.0,257.2175,257.2175
461,0.0,257.7775,257.7775
462,0.0,258.3375,258.3375
463,0.0,258.8975,258.8975
464,0.0,259.4575,259.4575
465,0.0,260.0175,260.0175
466,0.0,260.5775,260.5775
467,0.0,261.1375,261.1375
468,0.0,261.6975,261.6975
469,0.0,262.2575,262.2575
470,0.0,262.8175,262.8175
471,0.0,263.3775,263.3775
472,0.0,263.9375,263.9375
473,0.0,264.4975,264.4975
474,0.0,265.0575,265.0575
475,0.0,265.6175,265.6175
476,0.0,266.17749999999995,266.17749999999995
477,0.0,266.73749999999995,266.73749999999995
478,0.0,267.29749999999996,267.29749999999996
479,0.0,267.85749999999996,267.85749999999996
480,0.0,268.41749999999996,268.41749999999996
481,0.0,268.97749999999996,268.97749999999996
482,0.0,269.53749999999997,269.53749999999997
483,0.0,270.09749999999997,270.09749999999997
484,0.0,270.65749999999997,270.65749999999997
485,0.0,271.2175,271.2175
486,0.0,271.7775,271.7775
487,0.0,272.3375,272.3375
488,0.0,272.8975,272.8975
489,0.0,273.4575,273.4575
490,0.0,274.0175,274.0175
491,0.0,274.5775,274.5775
492,0.0,275.1375,275.1375
493,0.0,275.6975,275.6975
