temp	date	heure
23.19	2018-11-27	13:20:43
23.06	2018-11-27	12:50:37
22.94	2018-11-27	12:20:31
22.88	2018-11-27	11:00:15
23	2018-11-27	10:30:09
22.81	2018-11-27	10:00:02
22.69	2018-11-27	09:19:54
22.75	2018-11-27	08:49:48
22.75	2018-11-27	08:19:42
22.81	2018-11-27	07:49:36
22.88	2018-11-27	07:19:30
22.94	2018-11-27	06:49:24
22.88	2018-11-27	06:19:18
22.94	2018-11-27	05:49:12
22.94	2018-11-27	05:19:06
22.94	2018-11-27	04:49:00
22.94	2018-11-27	04:18:54
22.94	2018-11-27	03:48:48
23	2018-11-27	03:18:42
22.94	2018-11-27	02:48:36
22.94	2018-11-27	02:18:30
22.94	2018-11-27	01:48:24
23	2018-11-27	01:18:18
23	2018-11-27	00:48:12
23	2018-11-27	00:18:06
23	2018-11-26	23:48:00
23	2018-11-26	23:17:54
23.06	2018-11-26	22:47:48
23  2018-11-26	22:17:42
23.06	2018-11-26	21:47:36
23.06	2018-11-26	21:17:30
23.06	2018-11-26	20:47:24
23.13	2018-11-26	20:17:18
23.13	2018-11-26	19:47:12
23.13	2018-11-26	19:17:06
23.13	2018-11-26	18:47:00
23.19	2018-11-26	18:16:54
23.19	2018-11-26	17:46:48
23.19	2018-11-26	17:16:41
23.25	2018-11-26	16:46:35
23.31	2018-11-26	15:56:25
23		2018-11-26	15:26:19
23.25	2018-11-26	14:56:13
23.13	2018-11-26	14:16:05
23.13	2018-11-23	01:59:11
23.75	2018-11-23	01:29:05
23.75	2018-11-23	00:58:59
23.75	2018-11-23	00:18:51
23.81	2018-11-22	23:48:45
23.81	2018-11-22	23:18:39
23.81	2018-11-22	22:48:33
23.88	2018-11-22	22:18:27
23.88	2018-11-22	21:48:21
23.88	2018-11-22	21:18:15
23.88	2018-11-22	20:48:09
23.94	2018-11-22	20:18:03
23.94	2018-11-22	19:47:57
23.94	2018-11-22	19:17:51
24	2018-11-22	18:47:45
24	2018-11-22	18:17:39
24.06	2018-11-22	17:47:32
24.13	2018-11-22	17:07:24
24.13	2018-11-22	16:37:18
24.06	2018-11-22	16:07:12
24	2018-11-22	15:37:06
24.13	2018-11-22	15:07:00
24.25	2018-11-22	14:36:54
24.19	2018-11-22	14:06:47
24.25	2018-11-22	13:26:39
24		2018-11-22	12:56:33
23.75	2018-11-22	12:26:27
23.69	2018-11-22	11:56:21
23.56	2018-11-22	11:26:15
23.69	2018-11-22	10:56:08
23.56	2018-11-22	10:26:02
23.38	2018-11-22	09:55:56
23.25	2018-11-22	09:25:50
23.25	2018-11-22	08:55:44
23.31	2018-11-22	08:05:34
23.31	2018-11-22	07:35:28
23.44	2018-11-22	07:05:22
23.5	2018-11-22	06:35:16
23.5	2018-11-22	06:05:10
23.5	2018-11-22	05:35:04
23.56	2018-11-22	05:04:58
23.5	2018-11-22	04:34:52
23.56	2018-11-22	04:04:46
23.56	2018-11-22	03:34:40
23.56	2018-11-22	03:04:33
23.56	2018-11-22	02:34:27
23.56	2018-11-22	02:04:21
23.63	2018-11-22	01:34:15
23.63	2018-11-22	01:04:09
23.63	2018-11-22	00:34:03
23.63	2018-11-22	00:03:57
23.69	2018-11-21	23:33:51
23.69	2018-11-21	23:03:45
23.69	2018-11-21	22:33:39
23.69	2018-11-21	22:03:33
23.69	2018-11-21	21:33:27
23.75	2018-11-21	21:03:21
23.69	2018-11-21	20:33:15
23.75	2018-11-21	20:03:09
23.75	2018-11-21	19:33:03
23.69	2018-11-21	19:02:57
23.75	2018-11-21	18:32:50
23.81	2018-11-21	18:02:44
23.88	2018-11-21	17:32:38
23.88	2018-11-21	17:02:32
23.88	2018-11-14	13:05:18
24.38	2018-11-14	12:15:07
24.25	2018-11-14	11:45:01
24.25	2018-11-14	11:14:55
24.25	2018-11-14	10:44:49
24.19	2018-11-14	10:14:43
24.06	2018-11-14	09:44:37
24	2018-11-14	09:14:29
24.69	2018-11-13	17:54:12
24.75	2018-11-13	16:33:56
24.88	2018-11-13	15:33:44
24.88	2018-11-13	14:43:34
24.88	2018-11-13	14:13:28
24.81	2018-11-13	13:43:22
24.81	2018-11-13	13:13:16
26.38	2018-11-09	14:23:02
26.31	2018-11-09	14:02:49
26.19	2018-11-09	14:01:27
26.25	2018-11-09	14:00:04
26.19	2018-11-09	13:58:41
26.19	2018-11-09	13:57:18
26.19	2018-11-09	13:55:56
26.13	2018-11-09	13:53:10
26.19	2018-11-09	13:51:48
26.19	2018-11-09	13:50:25
26.25	2018-11-09	13:49:02
26.19	2018-11-09	13:47:12
26.13	2018-11-09	13:45:49
26.19	2018-11-09	13:44:27
26.13	2018-11-09	13:43:04
26.06	2018-11-09	13:41:41
26.13	2018-11-09	13:40:19
26.19	2018-11-09	13:38:56
26.06	2018-11-09	13:37:33
26.06	2018-11-09	13:36:11
26.06	2018-11-09	13:34:48
25.94	2018-11-09	13:33:25
25.88	2018-11-09	13:32:03
26.06	2018-11-09	13:30:40
26	2018-11-09	13:29:17
26.06	2018-11-09	13:27:55
26	2018-11-09	13:26:32
26	2018-11-09	13:25:09
26	2018-11-09	13:22:38
26	2018-11-09	13:24:01
26	2018-11-09	13:21:15
25.94	2018-11-09	13:19:52
25.88	2018-11-09	13:18:57
25.94	2018-11-09	13:17:35
25.88	2018-11-09	13:16:12
25.94	2018-11-09	13:14:49
26	2018-11-09	13:13:27
26	2018-11-09	13:12:04
25.88	2018-11-09	13:10:41
25.88	2018-11-09	13:09:19
25.81	2018-11-09	13:07:56
25.81	2018-11-09	13:06:33
25.81	2018-11-09	13:05:10
25.81	2018-11-09	13:03:48
25.81	2018-11-09	13:02:25
25.81	2018-11-09	13:01:02
25.75	2018-11-09	12:59:40
25.81	2018-11-09	12:58:17
25.94	2018-11-09	12:56:54
25.75	2018-11-09	12:55:32
25.81	2018-11-09	12:54:09
25.75	2018-11-09	12:52:46
25.69	2018-11-09	12:51:24
25.63	2018-11-09	12:50:01
25.69	2018-11-09	12:48:38
25.63	2018-11-09	12:47:16
25.56	2018-11-09	12:45:53
25.63	2018-11-09	12:44:30
25.63	2018-11-09	12:43:08
25.63	2018-11-09	12:41:45
25.63	2018-11-09	12:40:22
25.63	2018-11-09	12:39:00
25.69	2018-11-09	12:37:37
25.63	2018-11-09	12:36:14
25.63	2018-11-09	12:34:51
25.56	2018-11-09	12:33:29
25.63	2018-11-09	12:32:06
25.63	2018-11-09	12:30:43
25.5	2018-11-09	12:29:21
25.56	2018-11-09	12:27:58
25.56	2018-11-09	12:26:35
25.56	2018-11-09	12:25:13
25.56	2018-11-09	12:24:04
25.5	2018-11-09	12:23:23
25.5	2018-11-09	12:22:41
25.5	2018-11-09	12:22:00
25.5	2018-11-09	12:21:18
